,AgentNumber,PolicyNo,CUT_OFF,Applied Premium Date,Issued Date,Premium Collected,Receive Policy date,Freelook,FYC,RYC,Final_FYC,Final_RYC,Total_Commision,FYC/RYC,Status,Final_Result,KyTinhToan,KyKhoaSo,KyThanhToan
0,60000194,80001092,20240126,2024-01-25,2015-11-27,10393000.0,2015-12-01,2979.0,0.0,212000.0,0.0,212000.0,212000.0,RYC,5,5,20240126,20240126,20240126
4,60000194,80001673,20240126,2024-01-18,2016-01-19,5724000.0,2016-01-25,2924.0,0.0,126000.0,0.0,126000.0,126000.0,RYC,5,5,20240126,20240126,20240126
10,60000288,80001249,20240115,2024-01-12,2015-12-03,8571000.0,2015-12-09,2960.0,0.0,177000.0,0.0,177000.0,177000.0,RYC,5,5,20240115,20240115,20240115
14,60000288,80001250,20240115,2024-01-12,2015-12-03,8995000.0,2015-12-09,2960.0,0.0,185000.0,0.0,185000.0,185000.0,RYC,5,5,20240115,20240115,20240115
18,60000449,80003490,20240126,2024-01-16,2016-06-22,3122000.0,2016-06-28,2769.0,0.0,65000.0,0.0,65000.0,65000.0,RYC,5,5,20240126,20240126,20240126
20,60000449,80028119,20240115,2024-01-05,2018-08-27,500000.0,2018-09-05,1959.0,0.0,5000.0,0.0,5000.0,5000.0,RYC,5,5,20240115,20240115,20240115
21,60000450,80093266,20240126,2024-01-22,2021-09-30,15531000.0,2021-10-05,844.0,0.0,1159000.0,0.0,1159000.0,1159000.0,RYC,5,5,20240126,20240126,20240126
33,60000450,80096961,20240126,2024-01-19,2021-11-26,20208000.0,2021-12-04,784.0,0.0,1430000.0,0.0,1430000.0,1430000.0,RYC,5,5,20240126,20240126,20240126
46,60000477,80018406,20240126,2024-01-22,2017-12-25,6000000.0,2017-12-31,2218.0,0.0,60000.0,0.0,60000.0,60000.0,RYC,5,5,20240126,20240126,20240126
47,60000482,80111566,20240126,2024-01-23,2022-06-02,11094000.0,2022-06-09,597.0,0.0,1047000.0,0.0,1047000.0,1047000.0,RYC,5,5,20240126,20240126,20240126
51,60000482,80132262,20240126,2024-01-26,2023-01-27,16026000.0,2023-02-02,359.0,0.0,1497000.0,0.0,1497000.0,1497000.0,RYC,5,5,20240126,20240126,20240126
55,60000503,80000992,20240115,2024-01-15,2015-11-16,5070000.0,2015-11-19,2980.0,0.0,107000.0,0.0,107000.0,107000.0,RYC,5,5,20240115,20240115,20240115
57,60000503,80001095,20240126,2024-01-22,2015-11-28,6020000.0,2015-12-05,2975.0,0.0,120000.0,0.0,120000.0,120000.0,RYC,5,5,20240126,20240126,20240126
58,60000564,80000483,20240126,2024-01-16,2015-07-17,5965000.0,2015-07-21,3112.0,0.0,126000.0,0.0,126000.0,126000.0,RYC,5,5,20240126,20240126,20240126
64,60000564,80001517,20240126,2024-01-16,2015-12-30,7025000.0,2016-01-05,2944.0,0.0,142000.0,0.0,142000.0,142000.0,RYC,5,5,20240126,20240126,20240126
68,60000707,80002008,20240126,2024-01-25,2016-02-27,4180000.0,2016-03-08,2881.0,0.0,84000.0,0.0,84000.0,84000.0,RYC,5,5,20240126,20240126,20240126
69,60000717,80126041,20240126,2024-01-16,2022-11-28,26784000.0,2022-12-07,416.0,0.0,2424000.0,0.0,2424000.0,2424000.0,RYC,5,5,20240126,20240126,20240126
73,60000727,80001029,20240126,2024-01-18,2015-11-23,7742000.0,2015-11-30,2980.0,0.0,155000.0,0.0,155000.0,155000.0,RYC,5,5,20240126,20240126,20240126
74,60000727,80001133,20240126,2024-01-24,2015-11-30,7972000.0,2015-12-05,2975.0,0.0,165000.0,0.0,165000.0,165000.0,RYC,5,5,20240126,20240126,20240126
76,60000727,80013488,20240126,2024-01-16,2017-07-20,5953000.0,2017-07-27,2375.0,0.0,60000.0,0.0,60000.0,60000.0,RYC,5,5,20240126,20240126,20240126
77,60000727,80060438,20240115,2024-01-02,2020-06-29,3590000.0,2020-07-10,1285.0,0.0,211000.0,0.0,211000.0,211000.0,RYC,5,5,20240115,20240115,20240115
79,60000727,80060444,20240115,2024-01-02,2020-06-29,3364000.0,2020-07-10,1285.0,0.0,208000.0,0.0,208000.0,208000.0,RYC,5,5,20240115,20240115,20240115
82,60000727,80068604,20240126,2024-01-26,2020-12-10,6200000.0,2020-12-19,1134.0,0.0,373000.0,0.0,373000.0,373000.0,RYC,5,5,20240126,20240126,20240126
86,60000908,80102253,20240126,2024-01-16,2022-01-27,16556000.0,2022-02-09,717.0,0.0,1273000.0,0.0,1273000.0,1273000.0,RYC,5,5,20240126,20240126,20240126
90,60001006,80001339,20240126,2024-01-24,2015-12-25,4199000.0,2015-12-30,2950.0,0.0,86000.0,0.0,86000.0,86000.0,RYC,5,5,20240126,20240126,20240126
95,60001042,80008752,20240126,2024-01-25,2016-12-29,7460000.0,2017-01-02,2581.0,0.0,151000.0,0.0,151000.0,151000.0,RYC,5,5,20240126,20240126,20240126
97,60001194,80002559,20240115,2024-01-14,2016-04-15,2543000.0,2016-04-25,2822.0,0.0,52000.0,0.0,52000.0,52000.0,RYC,5,5,20240115,20240115,20240115
99,60001255,80008668,20240115,2024-01-08,2016-12-28,3000000.0,2017-01-03,2569.0,0.0,30000.0,0.0,30000.0,30000.0,RYC,5,5,20240115,20240115,20240115
100,60001255,80009245,20240115,2024-01-14,2017-01-19,3151000.0,2017-01-24,2548.0,0.0,32000.0,0.0,32000.0,32000.0,RYC,5,5,20240115,20240115,20240115
101,60001457,80000227,20240115,2024-01-09,2014-11-13,2733000.0,2014-11-16,3348.0,0.0,55000.0,0.0,55000.0,55000.0,RYC,5,5,20240115,20240115,20240115
102,60001457,80000584,20240126,2024-01-22,2015-08-27,4003000.0,2015-08-29,3073.0,0.0,80000.0,0.0,80000.0,80000.0,RYC,5,5,20240126,20240126,20240126
106,60001457,80000748,20240126,2024-01-25,2015-09-28,3485000.0,2015-09-30,3041.0,0.0,71000.0,0.0,71000.0,71000.0,RYC,5,5,20240126,20240126,20240126
112,60001457,80001715,20240126,2024-01-23,2016-01-25,10718000.0,2016-01-27,2922.0,0.0,222000.0,0.0,222000.0,222000.0,RYC,5,5,20240126,20240126,20240126
117,60001457,80004179,20240126,2024-01-24,2016-07-22,3167000.0,2016-07-28,2739.0,0.0,65000.0,0.0,65000.0,65000.0,RYC,5,5,20240126,20240126,20240126
121,60001457,80007951,20240115,2024-01-15,2016-12-09,7262000.0,2016-12-20,2583.0,0.0,85000.0,0.0,85000.0,85000.0,RYC,5,5,20240115,20240115,20240115
123,60001457,80007951,20240126,2024-01-16,2016-12-09,1490000.0,2016-12-20,2594.0,0.0,15000.0,0.0,15000.0,15000.0,RYC,5,5,20240126,20240126,20240126
124,60001457,80008448,20240115,2024-01-02,2016-12-27,4012000.0,2016-12-30,2573.0,0.0,80000.0,0.0,80000.0,80000.0,RYC,5,5,20240115,20240115,20240115
125,60001457,80008678,20240115,2024-01-15,2016-12-28,6150000.0,2017-01-03,2569.0,0.0,127000.0,0.0,127000.0,127000.0,RYC,5,5,20240115,20240115,20240115
127,60001457,80008991,20240115,2024-01-15,2017-01-03,5702000.0,2017-01-05,2567.0,0.0,59000.0,0.0,59000.0,59000.0,RYC,5,5,20240115,20240115,20240115
129,60001457,80008991,20240126,2024-01-16,2017-01-03,2753000.0,2017-01-05,2578.0,0.0,28000.0,0.0,28000.0,28000.0,RYC,5,5,20240126,20240126,20240126
130,60001457,80014517,20240115,2024-01-08,2017-08-23,1253000.0,2017-08-28,2332.0,451000.0,0.0,451000.0,0.0,451000.0,FYC,5,5,20240115,20240115,20240115
131,60001457,80018065,20240126,2024-01-18,2017-12-21,28101000.0,2017-12-27,2222.0,0.0,317000.0,0.0,317000.0,317000.0,RYC,5,5,20240126,20240126,20240126
134,60001457,80018065,20240126,2024-01-19,2017-12-21,11056000.0,2017-12-27,2222.0,0.0,111000.0,0.0,111000.0,111000.0,RYC,5,5,20240126,20240126,20240126
137,60001457,80018080,20240126,2024-01-18,2017-12-20,18383000.0,2017-12-27,2222.0,0.0,212000.0,0.0,212000.0,212000.0,RYC,5,5,20240126,20240126,20240126
140,60001457,80018080,20240126,2024-01-19,2017-12-20,10984000.0,2017-12-27,2222.0,0.0,110000.0,0.0,110000.0,110000.0,RYC,5,5,20240126,20240126,20240126
143,60001457,80026547,20240126,2024-01-22,2018-07-24,2764000.0,2018-07-31,2006.0,0.0,28000.0,0.0,28000.0,28000.0,RYC,5,5,20240126,20240126,20240126
145,60001457,80026547,20240126,2024-01-25,2018-07-24,1749000.0,2018-07-31,2006.0,0.0,17000.0,0.0,17000.0,17000.0,RYC,5,5,20240126,20240126,20240126
147,60001457,80055868,20240126,2024-01-16,2020-02-06,10294000.0,2020-02-19,1438.0,0.0,412000.0,0.0,412000.0,412000.0,RYC,5,5,20240126,20240126,20240126
149,60001457,80055868,20240126,2024-01-17,2020-02-06,1206000.0,2020-02-19,1438.0,0.0,24000.0,0.0,24000.0,24000.0,RYC,5,5,20240126,20240126,20240126
151,60001470,80001330,20240115,2024-01-08,2015-12-23,7449000.0,2015-12-26,2943.0,0.0,149000.0,0.0,149000.0,149000.0,RYC,5,5,20240115,20240115,20240115
152,60001470,80001331,20240115,2024-01-08,2015-12-23,7523000.0,2015-12-26,2943.0,0.0,150000.0,0.0,150000.0,150000.0,RYC,5,5,20240115,20240115,20240115
153,60001470,80008210,20240115,2024-01-08,2016-12-22,6437000.0,2016-12-25,2578.0,0.0,133000.0,0.0,133000.0,133000.0,RYC,5,5,20240115,20240115,20240115
157,60001470,80009045,20240115,2024-01-05,2017-01-12,2915000.0,2017-01-18,2554.0,0.0,29000.0,0.0,29000.0,29000.0,RYC,5,5,20240115,20240115,20240115
158,60001479,80007905,20240126,2024-01-23,2016-12-09,8084000.0,2016-12-13,2601.0,0.0,81000.0,0.0,81000.0,81000.0,RYC,5,5,20240126,20240126,20240126
160,60001479,80007905,20240126,2024-01-24,2016-12-09,6834000.0,2016-12-13,2601.0,0.0,68000.0,0.0,68000.0,68000.0,RYC,5,5,20240126,20240126,20240126
162,60001894,80007404,20240115,2024-01-03,2016-11-29,1000000.0,2016-12-16,2587.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240115,20240115,20240115
163,60001911,80022240,20240126,2024-01-17,2018-04-17,3000000.0,2018-04-20,2108.0,0.0,30000.0,0.0,30000.0,30000.0,RYC,5,5,20240126,20240126,20240126
164,60001911,80047063,20240115,2024-01-15,2019-07-24,3500000.0,2019-07-28,1633.0,0.0,140000.0,0.0,140000.0,140000.0,RYC,5,5,20240115,20240115,20240115
165,60002084,80009465,20240126,2024-01-18,2017-01-19,12614000.0,2017-02-04,2548.0,0.0,126000.0,0.0,126000.0,126000.0,RYC,5,5,20240126,20240126,20240126
166,60002523,80004711,20240126,2024-01-18,2016-08-05,2167000.0,2016-08-11,2725.0,0.0,22000.0,0.0,22000.0,22000.0,RYC,5,5,20240126,20240126,20240126
167,60002599,80002454,20240115,2024-01-02,2016-04-05,18673000.0,2016-04-11,2836.0,0.0,384000.0,0.0,384000.0,384000.0,RYC,5,5,20240115,20240115,20240115
174,60002860,80003061,20240126,2024-01-25,2016-05-27,6837000.0,2016-05-31,2797.0,0.0,139000.0,0.0,139000.0,139000.0,RYC,5,5,20240126,20240126,20240126
180,60003286,80035048,20240126,2024-01-22,2018-12-20,4035000.0,2018-12-25,1859.0,0.0,40000.0,0.0,40000.0,40000.0,RYC,5,5,20240126,20240126,20240126
181,60003412,80016492,20240126,2024-01-23,2017-10-24,2934000.0,2017-11-07,2272.0,0.0,29000.0,0.0,29000.0,29000.0,RYC,5,5,20240126,20240126,20240126
183,60003412,80016492,20240126,2024-01-24,2017-10-24,84000.0,2017-11-07,2272.0,0.0,2000.0,0.0,2000.0,2000.0,RYC,5,5,20240126,20240126,20240126
185,60003427,80008506,20240115,2024-01-12,2016-12-27,5249000.0,2016-12-30,2573.0,0.0,55000.0,0.0,55000.0,55000.0,RYC,5,5,20240115,20240115,20240115
187,60003542,80001050,20240126,2024-01-22,2015-11-30,9244000.0,2015-12-08,2972.0,0.0,185000.0,0.0,185000.0,185000.0,RYC,5,5,20240126,20240126,20240126
188,60003542,80001205,20240126,2024-01-26,2015-11-30,23322000.0,2015-12-05,2975.0,0.0,466000.0,0.0,466000.0,466000.0,RYC,5,5,20240126,20240126,20240126
191,60003542,80001378,20240115,2024-01-04,2015-12-31,11328000.0,2016-01-07,2931.0,0.0,227000.0,0.0,227000.0,227000.0,RYC,5,5,20240115,20240115,20240115
192,60003542,80002175,20240115,2024-01-08,2016-03-22,3282000.0,2016-03-25,2853.0,0.0,68000.0,0.0,68000.0,68000.0,RYC,5,5,20240115,20240115,20240115
196,60003542,80004616,20240115,2024-01-06,2016-07-30,4775000.0,2016-08-03,2722.0,0.0,48000.0,0.0,48000.0,48000.0,RYC,5,5,20240115,20240115,20240115
197,60003542,80007481,20240126,2024-01-16,2016-11-29,11017000.0,2016-12-07,2607.0,0.0,225000.0,0.0,225000.0,225000.0,RYC,5,5,20240126,20240126,20240126
201,60003542,80009534,20240126,2024-01-19,2017-01-19,8801000.0,2017-02-04,2548.0,0.0,180000.0,0.0,180000.0,180000.0,RYC,5,5,20240126,20240126,20240126
203,60003542,80010174,20240126,2024-01-25,2017-02-27,4689000.0,2017-03-08,2516.0,0.0,94000.0,0.0,94000.0,94000.0,RYC,5,5,20240126,20240126,20240126
207,60003542,80010189,20240126,2024-01-25,2017-02-27,3473000.0,2017-03-08,2516.0,0.0,35000.0,0.0,35000.0,35000.0,RYC,5,5,20240126,20240126,20240126
208,60003542,80036542,20240115,2024-01-05,2019-01-07,48692000.0,2019-01-09,1833.0,0.0,644000.0,0.0,644000.0,644000.0,RYC,5,5,20240115,20240115,20240115
212,60003542,80036542,20240115,2024-01-08,2019-01-07,8493000.0,2019-01-09,1833.0,0.0,85000.0,0.0,85000.0,85000.0,RYC,5,5,20240115,20240115,20240115
216,60003542,80058968,20240115,2024-01-05,2020-05-27,4351000.0,2020-06-04,1321.0,0.0,281000.0,0.0,281000.0,281000.0,RYC,5,5,20240115,20240115,20240115
220,60003542,80058968,20240115,2024-01-08,2020-05-27,1652000.0,2020-06-04,1321.0,0.0,50000.0,0.0,50000.0,50000.0,RYC,5,5,20240115,20240115,20240115
224,60003905,80014783,20240126,2024-01-23,2017-08-26,774000.0,2017-09-01,2339.0,0.0,8000.0,0.0,8000.0,8000.0,RYC,5,5,20240126,20240126,20240126
225,60004432,80009578,20240126,2024-01-19,2017-01-20,10133000.0,2017-01-25,2558.0,0.0,101000.0,0.0,101000.0,101000.0,RYC,5,5,20240126,20240126,20240126
226,60004432,80009586,20240126,2024-01-19,2017-01-20,8696000.0,2017-01-25,2558.0,0.0,87000.0,0.0,87000.0,87000.0,RYC,5,5,20240126,20240126,20240126
227,60004720,80068569,20240115,2024-01-02,2020-12-09,15325000.0,2020-12-16,1126.0,0.0,920000.0,0.0,920000.0,920000.0,RYC,5,5,20240115,20240115,20240115
231,60004979,80009529,20240126,2024-01-19,2017-01-19,2403000.0,2017-01-23,2560.0,0.0,24000.0,0.0,24000.0,24000.0,RYC,5,5,20240126,20240126,20240126
232,60005027,80007543,20240126,2024-01-22,2016-11-30,9629000.0,2016-12-07,2607.0,0.0,197000.0,0.0,197000.0,197000.0,RYC,5,5,20240126,20240126,20240126
236,60005097,80018707,20240115,2024-01-05,2017-12-25,3000000.0,2018-01-05,2202.0,0.0,37000.0,0.0,37000.0,37000.0,RYC,5,5,20240115,20240115,20240115
238,60005229,80000291,20240126,2024-01-17,2015-01-09,1898000.0,2015-01-20,3294.0,0.0,38000.0,0.0,38000.0,38000.0,RYC,5,5,20240126,20240126,20240126
239,60005229,80005225,20240126,2024-01-25,2016-08-31,2049000.0,2016-09-20,2685.0,0.0,20000.0,0.0,20000.0,20000.0,RYC,5,5,20240126,20240126,20240126
240,60005229,80009756,20240126,2024-01-18,2017-02-16,8077000.0,2017-02-18,2534.0,0.0,81000.0,0.0,81000.0,81000.0,RYC,5,5,20240126,20240126,20240126
241,60005229,80013972,20240126,2024-01-22,2017-07-26,1594000.0,2017-08-05,2366.0,0.0,16000.0,0.0,16000.0,16000.0,RYC,5,5,20240126,20240126,20240126
246,60005229,80013972,20240126,2024-01-25,2017-07-26,182000.0,2017-08-05,2366.0,0.0,4000.0,0.0,4000.0,4000.0,RYC,5,5,20240126,20240126,20240126
251,60005229,80013972,20240126,2024-01-26,2017-07-26,1517000.0,2017-08-05,2366.0,0.0,15000.0,0.0,15000.0,15000.0,RYC,5,5,20240126,20240126,20240126
256,60005229,80018333,20240115,2024-01-08,2017-12-25,6575000.0,2018-01-07,2200.0,0.0,74000.0,0.0,74000.0,74000.0,RYC,5,5,20240115,20240115,20240115
260,60005229,80018333,20240115,2024-01-09,2017-12-25,10425000.0,2018-01-07,2200.0,0.0,104000.0,0.0,104000.0,104000.0,RYC,5,5,20240115,20240115,20240115
264,60005229,80022979,20240115,2024-01-05,2018-04-26,-933000.0,2018-05-09,2078.0,0.0,-9000.0,0.0,-9000.0,-9000.0,RYC,5,5,20240115,20240115,20240115
268,60005229,80022979,20240126,2024-01-19,2018-04-26,-287000.0,2018-05-09,2089.0,0.0,0.0,0.0,0.0,0.0,,5,5,20240126,20240126,20240126
272,60005229,80024756,20240115,2024-01-03,2018-06-18,2287000.0,2018-06-20,2036.0,0.0,23000.0,0.0,23000.0,23000.0,RYC,5,5,20240115,20240115,20240115
274,60005229,80024756,20240115,2024-01-04,2018-06-18,2713000.0,2018-06-20,2036.0,0.0,27000.0,0.0,27000.0,27000.0,RYC,5,5,20240115,20240115,20240115
276,60005229,80024758,20240115,2024-01-03,2018-06-18,5000000.0,2018-06-20,2036.0,0.0,50000.0,0.0,50000.0,50000.0,RYC,5,5,20240115,20240115,20240115
277,60005229,80033723,20240115,2024-01-03,2018-11-30,1000000.0,2018-12-05,1868.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240115,20240115,20240115
278,60005229,80033788,20240115,2024-01-03,2018-11-28,1000000.0,2018-12-04,1869.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240115,20240115,20240115
279,60005229,80033829,20240115,2024-01-03,2018-11-28,1000000.0,2018-12-04,1869.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240115,20240115,20240115
280,60005229,80033998,20240115,2024-01-03,2018-11-29,1000000.0,2018-12-04,1869.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240115,20240115,20240115
281,60005229,80055271,20240115,2024-01-05,2020-01-13,4866000.0,2020-01-16,1461.0,0.0,97000.0,0.0,97000.0,97000.0,RYC,5,5,20240115,20240115,20240115
282,60005229,80061758,20240115,2024-01-08,2020-08-14,2000000.0,2020-08-20,1244.0,0.0,120000.0,0.0,120000.0,120000.0,RYC,5,5,20240115,20240115,20240115
292,60005229,80078546,20240115,2024-01-05,2021-04-12,5347000.0,2021-04-19,1002.0,0.0,405000.0,0.0,405000.0,405000.0,RYC,5,5,20240115,20240115,20240115
296,60005229,80089187,20240115,2024-01-13,2021-08-03,2535000.0,2021-08-20,879.0,0.0,200000.0,0.0,200000.0,200000.0,RYC,5,5,20240115,20240115,20240115
300,60005229,80101689,20240115,2024-01-08,2022-01-12,16468000.0,2022-02-23,692.0,0.0,1194000.0,0.0,1194000.0,1194000.0,RYC,5,5,20240115,20240115,20240115
308,60005229,80102466,20240115,2024-01-11,2022-01-26,8840000.0,2022-02-17,698.0,0.0,640000.0,0.0,640000.0,640000.0,RYC,5,5,20240115,20240115,20240115
313,60005229,80102473,20240115,2024-01-11,2022-01-26,8017000.0,2022-02-19,696.0,0.0,543000.0,0.0,543000.0,543000.0,RYC,5,5,20240115,20240115,20240115
318,60005229,80123106,20240126,2024-01-24,2022-10-24,2057000.0,2022-11-08,445.0,0.0,199000.0,0.0,199000.0,199000.0,RYC,5,5,20240126,20240126,20240126
324,60005229,80123110,20240126,2024-01-24,2022-10-24,2013000.0,2022-11-08,445.0,0.0,203000.0,0.0,203000.0,203000.0,RYC,5,5,20240126,20240126,20240126
330,60005229,80123111,20240126,2024-01-24,2022-10-24,2056000.0,2022-11-08,445.0,0.0,198000.0,0.0,198000.0,198000.0,RYC,5,5,20240126,20240126,20240126
336,60005229,80130715,20240115,2024-01-08,2022-12-30,15080000.0,2023-01-08,373.0,0.0,1497000.0,0.0,1497000.0,1497000.0,RYC,5,5,20240115,20240115,20240115
341,60005244,80034740,20240126,2024-01-16,2018-12-13,5000000.0,2018-12-17,1867.0,0.0,50000.0,0.0,50000.0,50000.0,RYC,5,5,20240126,20240126,20240126
343,60005244,80034740,20240126,2024-01-17,2018-12-13,1566000.0,2018-12-17,1867.0,0.0,16000.0,0.0,16000.0,16000.0,RYC,5,5,20240126,20240126,20240126
345,60005397,80007078,20240115,2024-01-06,2016-11-08,7807000.0,2016-11-12,2621.0,0.0,161000.0,0.0,161000.0,161000.0,RYC,5,5,20240115,20240115,20240115
350,60005410,80007566,20240115,2024-01-04,2016-11-30,7800000.0,2016-12-07,2596.0,0.0,78000.0,0.0,78000.0,78000.0,RYC,5,5,20240115,20240115,20240115
352,60005410,80007566,20240115,2024-01-05,2016-11-30,200000.0,2016-12-07,2596.0,0.0,2000.0,0.0,2000.0,2000.0,RYC,5,5,20240115,20240115,20240115
354,60005526,80008140,20240115,2024-01-10,2016-12-23,7143000.0,2016-12-30,2573.0,0.0,71000.0,0.0,71000.0,71000.0,RYC,5,5,20240115,20240115,20240115
356,60005526,80008140,20240115,2024-01-11,2016-12-23,3550000.0,2016-12-30,2573.0,0.0,36000.0,0.0,36000.0,36000.0,RYC,5,5,20240115,20240115,20240115
358,60005526,80009388,20240126,2024-01-18,2017-01-19,5268000.0,2017-01-25,2558.0,0.0,55000.0,0.0,55000.0,55000.0,RYC,5,5,20240126,20240126,20240126
361,60005526,80009388,20240126,2024-01-19,2017-01-19,5894000.0,2017-01-25,2558.0,0.0,59000.0,0.0,59000.0,59000.0,RYC,5,5,20240126,20240126,20240126
364,60005526,80009784,20240115,2024-01-08,2017-02-15,715000.0,2017-02-17,2524.0,0.0,7000.0,0.0,7000.0,7000.0,RYC,5,5,20240115,20240115,20240115
365,60005526,80017677,20240126,2024-01-18,2017-11-28,14705000.0,2017-12-12,2237.0,0.0,147000.0,0.0,147000.0,147000.0,RYC,5,5,20240126,20240126,20240126
367,60005526,80017677,20240126,2024-01-19,2017-11-28,5570000.0,2017-12-12,2237.0,0.0,56000.0,0.0,56000.0,56000.0,RYC,5,5,20240126,20240126,20240126
369,60005648,80009051,20240115,2024-01-11,2017-01-04,8195000.0,2017-01-09,2563.0,0.0,82000.0,0.0,82000.0,82000.0,RYC,5,5,20240115,20240115,20240115
371,60005648,80009051,20240115,2024-01-12,2017-01-04,1146000.0,2017-01-09,2563.0,0.0,11000.0,0.0,11000.0,11000.0,RYC,5,5,20240115,20240115,20240115
373,60005705,80004131,20240115,2024-01-12,2016-07-13,5490000.0,2016-07-15,2741.0,0.0,111000.0,0.0,111000.0,111000.0,RYC,5,5,20240115,20240115,20240115
378,60005713,80009951,20240126,2024-01-22,2017-02-24,673000.0,2017-03-03,2521.0,0.0,14000.0,0.0,14000.0,14000.0,RYC,5,5,20240126,20240126,20240126
380,60005760,80009550,20240126,2024-01-19,2017-01-19,5262000.0,2017-02-03,2549.0,0.0,105000.0,0.0,105000.0,105000.0,RYC,5,5,20240126,20240126,20240126
381,60005760,80034159,20240126,2024-01-24,2018-11-28,2000000.0,2018-12-08,1876.0,0.0,20000.0,0.0,20000.0,20000.0,RYC,5,5,20240126,20240126,20240126
382,60005858,80007148,20240126,2024-01-16,2016-11-15,8918000.0,2016-11-22,2622.0,0.0,89000.0,0.0,89000.0,89000.0,RYC,5,5,20240126,20240126,20240126
384,60005858,80007148,20240126,2024-01-17,2016-11-15,3125000.0,2016-11-22,2622.0,0.0,31000.0,0.0,31000.0,31000.0,RYC,5,5,20240126,20240126,20240126
386,60005897,80003607,20240115,2024-01-05,2016-06-27,4447000.0,2016-06-29,2757.0,0.0,91000.0,0.0,91000.0,91000.0,RYC,5,5,20240115,20240115,20240115
388,60005897,80007158,20240115,2024-01-11,2016-11-15,8177000.0,2016-11-19,2614.0,0.0,163000.0,0.0,163000.0,163000.0,RYC,5,5,20240115,20240115,20240115
391,60005897,80009118,20240115,2024-01-11,2017-01-10,8734000.0,2017-01-16,2556.0,0.0,95000.0,0.0,95000.0,95000.0,RYC,5,5,20240115,20240115,20240115
393,60005897,80101750,20240115,2024-01-11,2022-01-12,6734000.0,2022-01-17,729.0,0.0,487000.0,0.0,487000.0,487000.0,RYC,5,5,20240115,20240115,20240115
399,60005947,80008845,20240115,2024-01-11,2016-12-29,2519000.0,2017-01-04,2568.0,0.0,25000.0,0.0,25000.0,25000.0,RYC,5,5,20240115,20240115,20240115
400,60005947,80013506,20240115,2024-01-04,2017-07-24,2925000.0,2017-07-31,2360.0,0.0,29000.0,0.0,29000.0,29000.0,RYC,5,5,20240115,20240115,20240115
402,60005947,80013506,20240115,2024-01-11,2017-07-24,3071000.0,2017-07-31,2360.0,0.0,31000.0,0.0,31000.0,31000.0,RYC,5,5,20240115,20240115,20240115
404,60006251,80008351,20240115,2024-01-05,2016-12-26,7432000.0,2016-12-31,2572.0,0.0,149000.0,0.0,149000.0,149000.0,RYC,5,5,20240115,20240115,20240115
406,60006251,80009238,20240115,2024-01-12,2017-01-17,8085000.0,2017-01-24,2548.0,0.0,87000.0,0.0,87000.0,87000.0,RYC,5,5,20240115,20240115,20240115
409,60006251,80009238,20240115,2024-01-15,2017-01-17,1353000.0,2017-01-24,2548.0,0.0,14000.0,0.0,14000.0,14000.0,RYC,5,5,20240115,20240115,20240115
412,60006251,80009264,20240115,2024-01-13,2017-01-16,8559000.0,2017-01-19,2553.0,0.0,172000.0,0.0,172000.0,172000.0,RYC,5,5,20240115,20240115,20240115
416,60006251,80011766,20240115,2024-01-08,2017-05-31,1839000.0,2017-06-02,2419.0,0.0,18000.0,0.0,18000.0,18000.0,RYC,5,5,20240115,20240115,20240115
417,60006251,80100851,20240126,2024-01-25,2021-12-30,16109000.0,2022-01-10,747.0,0.0,1218000.0,0.0,1218000.0,1218000.0,RYC,5,5,20240126,20240126,20240126
425,60006447,80009099,20240126,2024-01-19,2017-01-18,3652000.0,2017-01-21,2562.0,0.0,37000.0,0.0,37000.0,37000.0,RYC,5,5,20240126,20240126,20240126
426,60006559,80018632,20240115,2024-01-11,2017-12-23,8502000.0,2017-12-26,2212.0,0.0,91000.0,0.0,91000.0,91000.0,RYC,5,5,20240115,20240115,20240115
428,60006560,80009451,20240126,2024-01-18,2017-01-19,9010000.0,2017-01-23,2560.0,0.0,90000.0,0.0,90000.0,90000.0,RYC,5,5,20240126,20240126,20240126
429,60006562,80009517,20240126,2024-01-19,2017-01-19,8663000.0,2017-01-23,2560.0,0.0,90000.0,0.0,90000.0,90000.0,RYC,5,5,20240126,20240126,20240126
432,60006562,80009517,20240126,2024-01-22,2017-01-19,2110000.0,2017-01-23,2560.0,0.0,21000.0,0.0,21000.0,21000.0,RYC,5,5,20240126,20240126,20240126
435,60006569,80071250,20240126,2024-01-19,2020-12-31,5000000.0,2021-01-07,1115.0,0.0,300000.0,0.0,300000.0,300000.0,RYC,5,5,20240126,20240126,20240126
439,60006589,80009450,20240126,2024-01-26,2017-01-19,8532000.0,2017-01-24,2559.0,0.0,85000.0,0.0,85000.0,85000.0,RYC,5,5,20240126,20240126,20240126
440,60006667,80009385,20240126,2024-01-17,2017-01-19,6386000.0,2017-02-02,2550.0,0.0,131000.0,0.0,131000.0,131000.0,RYC,5,5,20240126,20240126,20240126
