,AgentNumber,PolicyNo,CUT_OFF,Applied Premium Date,Issued Date,Premium Collected,Receive Policy date,Freelook,FYC,RYC,Final_FYC,Final_RYC,Total_Commision,FYC/RYC,Status,Final_Result,KyTinhToan,KyKhoaSo,KyThanhToan
9760,60038918,80067101,20240126,2024-01-16,2020-11-20,10002000.0,2020-11-28,1155.0,0.0,600000.0,0.0,600000.0,600000.0,RYC,5,5,20240126,20240126,20240126
9765,60038918,80087591,20240126,2024-01-26,2021-07-26,7951000.0,2021-07-31,910.0,0.0,538000.0,0.0,538000.0,538000.0,RYC,5,5,20240126,20240126,20240126
9770,60038955,80097962,20240126,2024-01-25,2021-11-30,6582000.0,2021-12-06,782.0,0.0,486000.0,0.0,486000.0,486000.0,RYC,5,5,20240126,20240126,20240126
9777,60039013,80101626,20240115,2024-01-04,2022-01-13,15184000.0,2022-02-08,707.0,0.0,1157000.0,0.0,1157000.0,1157000.0,RYC,5,5,20240115,20240115,20240115
9786,60039039,80082458,20240126,2024-01-24,2021-05-29,7214000.0,2021-06-02,969.0,0.0,537000.0,0.0,537000.0,537000.0,RYC,5,5,20240126,20240126,20240126
9795,60039060,80079408,20240115,2024-01-12,2021-04-26,4024000.0,2021-04-29,992.0,0.0,294000.0,0.0,294000.0,294000.0,RYC,5,5,20240115,20240115,20240115
9800,60039060,80079408,20240126,2024-01-22,2021-04-26,4024000.0,2021-04-29,1003.0,0.0,294000.0,0.0,294000.0,294000.0,RYC,5,5,20240126,20240126,20240126
9805,60039061,80096406,20240126,2024-01-17,2021-11-22,12160000.0,2021-11-30,788.0,0.0,931000.0,0.0,931000.0,931000.0,RYC,5,5,20240126,20240126,20240126
9809,60039194,80082266,20240126,2024-01-23,2021-05-25,11841000.0,2021-05-28,974.0,0.0,843000.0,0.0,843000.0,843000.0,RYC,5,5,20240126,20240126,20240126
9812,60039437,80079541,20240115,2024-01-11,2021-04-26,2686000.0,2021-05-06,985.0,0.0,191000.0,0.0,191000.0,191000.0,RYC,5,5,20240115,20240115,20240115
9817,60039464,80097354,20240126,2024-01-24,2021-11-27,8110000.0,2021-12-06,782.0,0.0,584000.0,0.0,584000.0,584000.0,RYC,5,5,20240126,20240126,20240126
9828,60039520,80068970,20240126,2024-01-16,2020-12-21,14715000.0,2020-12-24,1129.0,0.0,883000.0,0.0,883000.0,883000.0,RYC,5,5,20240126,20240126,20240126
9832,60039594,80007524,20240115,2024-01-15,2016-11-29,3090000.0,2016-12-10,2593.0,0.0,30000.0,0.0,30000.0,30000.0,RYC,5,5,20240115,20240115,20240115
9835,60039649,80082187,20240126,2024-01-23,2021-05-26,16318000.0,2021-05-31,971.0,0.0,1197000.0,0.0,1197000.0,1197000.0,RYC,5,5,20240126,20240126,20240126
9843,60039660,80109759,20240126,2024-01-18,2022-05-23,4558000.0,2022-06-01,605.0,0.0,397000.0,0.0,397000.0,397000.0,RYC,5,5,20240126,20240126,20240126
9851,60039750,80082799,20240126,2024-01-26,2021-05-29,7847000.0,2021-06-08,963.0,0.0,607000.0,0.0,607000.0,607000.0,RYC,5,5,20240126,20240126,20240126
9855,60039766,80085371,20240126,2024-01-19,2021-06-30,5399000.0,2021-07-06,935.0,0.0,414000.0,0.0,414000.0,414000.0,RYC,5,5,20240126,20240126,20240126
9860,60039802,80019767,20240126,2024-01-16,2018-01-29,17170000.0,2018-02-06,2181.0,0.0,172000.0,0.0,172000.0,172000.0,RYC,5,5,20240126,20240126,20240126
9862,60039802,80019767,20240126,2024-01-17,2018-01-29,3307000.0,2018-02-06,2181.0,0.0,33000.0,0.0,33000.0,33000.0,RYC,5,5,20240126,20240126,20240126
9864,60039802,80019782,20240126,2024-01-16,2018-01-24,11794000.0,2018-01-29,2189.0,0.0,126000.0,0.0,126000.0,126000.0,RYC,5,5,20240126,20240126,20240126
9867,60039802,80019782,20240126,2024-01-17,2018-01-24,1306000.0,2018-01-29,2189.0,0.0,13000.0,0.0,13000.0,13000.0,RYC,5,5,20240126,20240126,20240126
9870,60039802,80019835,20240126,2024-01-24,2018-01-26,6250000.0,2018-02-03,2184.0,0.0,63000.0,0.0,63000.0,63000.0,RYC,5,5,20240126,20240126,20240126
9871,60039802,80020006,20240126,2024-01-25,2018-01-29,10131000.0,2018-02-01,2186.0,0.0,123000.0,0.0,123000.0,123000.0,RYC,5,5,20240126,20240126,20240126
9875,60039802,80020006,20240126,2024-01-26,2018-01-29,2578000.0,2018-02-01,2186.0,0.0,26000.0,0.0,26000.0,26000.0,RYC,5,5,20240126,20240126,20240126
9879,60039802,80036534,20240115,2024-01-04,2019-01-08,14446000.0,2019-01-14,1828.0,0.0,144000.0,0.0,144000.0,144000.0,RYC,5,5,20240115,20240115,20240115
9881,60039802,80036534,20240115,2024-01-05,2019-01-08,1933000.0,2019-01-14,1828.0,0.0,19000.0,0.0,19000.0,19000.0,RYC,5,5,20240115,20240115,20240115
9883,60039802,80037175,20240126,2024-01-22,2019-01-22,5000000.0,2019-01-28,1825.0,0.0,50000.0,0.0,50000.0,50000.0,RYC,5,5,20240126,20240126,20240126
9885,60039802,80037175,20240126,2024-01-24,2019-01-22,2333000.0,2019-01-28,1825.0,0.0,23000.0,0.0,23000.0,23000.0,RYC,5,5,20240126,20240126,20240126
9887,60039802,80050081,20240126,2024-01-22,2019-09-23,4824000.0,2019-09-25,1585.0,0.0,193000.0,0.0,193000.0,193000.0,RYC,5,5,20240126,20240126,20240126
9888,60039803,80053382,20240126,2024-01-22,2019-11-27,8553000.0,2019-12-03,1516.0,0.0,331000.0,0.0,331000.0,331000.0,RYC,5,5,20240126,20240126,20240126
9891,60039803,80053382,20240126,2024-01-24,2019-11-27,2333000.0,2019-12-03,1516.0,0.0,47000.0,0.0,47000.0,47000.0,RYC,5,5,20240126,20240126,20240126
9894,60040261,80132312,20240126,2024-01-22,2023-01-28,16266000.0,2023-02-02,359.0,0.0,1598000.0,0.0,1598000.0,1598000.0,RYC,5,5,20240126,20240126,20240126
9899,60040264,80084216,20240115,2024-01-03,2021-06-21,7542000.0,2021-06-26,934.0,0.0,588000.0,0.0,588000.0,588000.0,RYC,5,5,20240115,20240115,20240115
9902,60040447,80102045,20240115,2024-01-15,2022-01-19,16020000.0,2022-03-22,665.0,0.0,1184000.0,0.0,1184000.0,1184000.0,RYC,5,5,20240115,20240115,20240115
9909,60040473,80101869,20240115,2024-01-15,2022-01-14,10000000.0,2022-01-20,726.0,0.0,797000.0,0.0,797000.0,797000.0,RYC,5,5,20240115,20240115,20240115
9914,60040662,80100781,20240126,2024-01-22,2021-12-30,20146000.0,2022-01-16,741.0,0.0,1488000.0,0.0,1488000.0,1488000.0,RYC,5,5,20240126,20240126,20240126
9921,60040662,80133261,20240126,2024-01-23,2023-02-07,12974000.0,2023-02-26,335.0,0.0,1216000.0,0.0,1216000.0,1216000.0,RYC,5,5,20240126,20240126,20240126
9926,60040745,80080990,20240115,2024-01-10,2021-05-10,7608000.0,2021-05-13,978.0,0.0,568000.0,0.0,568000.0,568000.0,RYC,5,5,20240115,20240115,20240115
9934,60040745,80081636,20240126,2024-01-22,2021-05-24,7811000.0,2021-05-29,973.0,0.0,584000.0,0.0,584000.0,584000.0,RYC,5,5,20240126,20240126,20240126
9939,60040745,80097104,20240126,2024-01-17,2021-11-26,7450000.0,2021-11-29,789.0,0.0,521000.0,0.0,521000.0,521000.0,RYC,5,5,20240126,20240126,20240126
9946,60040942,80079610,20240126,2024-01-26,2021-04-26,5155000.0,2021-05-07,995.0,0.0,372000.0,0.0,372000.0,372000.0,RYC,5,5,20240126,20240126,20240126
9951,60040942,80098020,20240126,2024-01-18,2021-11-30,9978000.0,2021-12-02,786.0,0.0,705000.0,0.0,705000.0,705000.0,RYC,5,5,20240126,20240126,20240126
9957,60040942,80130721,20240115,2024-01-10,2022-12-30,24367000.0,2023-01-13,368.0,0.0,2192000.0,0.0,2192000.0,2192000.0,RYC,5,5,20240115,20240115,20240115
9968,60040942,80130721,20240115,2024-01-11,2022-12-30,677000.0,2023-01-13,368.0,0.0,7000.0,0.0,7000.0,7000.0,RYC,5,5,20240115,20240115,20240115
9979,60040986,80101516,20240126,2024-01-23,2022-01-05,19942000.0,2022-01-13,744.0,0.0,1447000.0,0.0,1447000.0,1447000.0,RYC,5,5,20240126,20240126,20240126
9991,60041006,80123736,20240126,2024-01-22,2022-10-29,7549000.0,2022-11-14,439.0,0.0,684000.0,0.0,684000.0,684000.0,RYC,5,5,20240126,20240126,20240126
10000,60041028,80088022,20240126,2024-01-17,2021-07-28,6544000.0,2021-07-30,911.0,0.0,502000.0,0.0,502000.0,502000.0,RYC,5,5,20240126,20240126,20240126
10007,60041082,80094108,20240115,2024-01-15,2021-10-12,2746000.0,2021-10-14,824.0,0.0,211000.0,0.0,211000.0,211000.0,RYC,5,5,20240115,20240115,20240115
10019,60041082,80094109,20240115,2024-01-15,2021-10-13,2505000.0,2021-10-23,815.0,0.0,199000.0,0.0,199000.0,199000.0,RYC,5,5,20240115,20240115,20240115
10027,60041200,80102828,20240126,2024-01-24,2022-01-28,13948000.0,2022-02-11,715.0,0.0,1007000.0,0.0,1007000.0,1007000.0,RYC,5,5,20240126,20240126,20240126
10033,60041220,80101915,20240115,2024-01-15,2022-01-17,15068000.0,2022-01-27,719.0,0.0,1173000.0,0.0,1173000.0,1173000.0,RYC,5,5,20240115,20240115,20240115
10037,60041220,80101986,20240115,2024-01-09,2022-01-18,17856000.0,2022-01-25,721.0,0.0,1311000.0,0.0,1311000.0,1311000.0,RYC,5,5,20240115,20240115,20240115
10050,60041220,80125719,20240115,2024-01-09,2022-11-21,-480000.0,2022-11-30,412.0,0.0,-48000.0,0.0,-48000.0,-48000.0,RYC,5,5,20240115,20240115,20240115
10062,60041220,80125719,20240115,2024-01-10,2022-11-21,1339000.0,2022-11-30,412.0,469000.0,0.0,469000.0,0.0,469000.0,FYC,5,5,20240115,20240115,20240115
10074,60041228,80096297,20240115,2024-01-08,2021-11-29,17682000.0,2021-12-19,758.0,0.0,1318000.0,0.0,1318000.0,1318000.0,RYC,5,5,20240115,20240115,20240115
10078,60041228,80098677,20240115,2024-01-08,2021-12-22,8017000.0,2021-12-23,754.0,0.0,584000.0,0.0,584000.0,584000.0,RYC,5,5,20240115,20240115,20240115
10083,60041228,80101820,20240115,2024-01-08,2022-01-26,11656000.0,2022-02-14,701.0,0.0,859000.0,0.0,859000.0,859000.0,RYC,5,5,20240115,20240115,20240115
10088,60041256,80098075,20240126,2024-01-24,2021-11-30,8005000.0,2021-12-14,774.0,0.0,597000.0,0.0,597000.0,597000.0,RYC,5,5,20240126,20240126,20240126
10094,60041262,80101987,20240115,2024-01-15,2022-01-18,3223000.0,2022-01-27,719.0,0.0,236000.0,0.0,236000.0,236000.0,RYC,5,5,20240115,20240115,20240115
10101,60041262,80102254,20240126,2024-01-24,2022-01-25,15754000.0,2022-02-23,703.0,0.0,1242000.0,0.0,1242000.0,1242000.0,RYC,5,5,20240126,20240126,20240126
10103,60041262,80122319,20240115,2024-01-12,2022-10-12,3791000.0,2022-10-25,448.0,0.0,353000.0,0.0,353000.0,353000.0,RYC,5,5,20240115,20240115,20240115
10114,60041262,80132381,20240115,2024-01-15,2023-01-27,6376000.0,2023-02-04,346.0,0.0,600000.0,0.0,600000.0,600000.0,RYC,5,5,20240115,20240115,20240115
10118,60041298,80081285,20240126,2024-01-16,2021-05-17,3085000.0,2021-05-21,981.0,0.0,232000.0,0.0,232000.0,232000.0,RYC,5,5,20240126,20240126,20240126
10130,60041302,80132755,20240126,2024-01-22,2023-01-31,12518000.0,2023-02-10,351.0,0.0,1090000.0,0.0,1090000.0,1090000.0,RYC,5,5,20240126,20240126,20240126
10137,60041338,80082539,20240126,2024-01-26,2021-05-27,6047000.0,2021-05-31,971.0,0.0,451000.0,0.0,451000.0,451000.0,RYC,5,5,20240126,20240126,20240126
10142,60041338,80100868,20240115,2024-01-15,2021-12-30,15004000.0,2022-01-15,731.0,0.0,1189000.0,0.0,1189000.0,1189000.0,RYC,5,5,20240115,20240115,20240115
10146,60041368,80132414,20240126,2024-01-17,2023-02-28,12214000.0,2023-03-10,323.0,0.0,1185000.0,0.0,1185000.0,1185000.0,RYC,5,5,20240126,20240126,20240126
10152,60041387,80087656,20240126,2024-01-16,2021-07-26,349000.0,2021-08-17,893.0,52000.0,0.0,52000.0,0.0,52000.0,FYC,5,5,20240126,20240126,20240126
10153,60041472,80081903,20240126,2024-01-23,2021-05-30,7007000.0,2021-06-03,968.0,0.0,489000.0,0.0,489000.0,489000.0,RYC,5,5,20240126,20240126,20240126
10158,60041512,80100746,20240115,2024-01-04,2021-12-30,12023000.0,2022-01-12,734.0,0.0,922000.0,0.0,922000.0,922000.0,RYC,5,5,20240115,20240115,20240115
10163,60041519,80060666,20240115,2024-01-12,2020-07-10,9103000.0,2020-07-19,1276.0,0.0,545000.0,0.0,545000.0,545000.0,RYC,5,5,20240115,20240115,20240115
10175,60041532,80119450,20240126,2024-01-26,2022-09-08,3594000.0,2022-10-10,474.0,0.0,348000.0,0.0,348000.0,348000.0,RYC,5,5,20240126,20240126,20240126
10180,60041532,80132469,20240126,2024-01-25,2023-01-28,3131000.0,2023-02-04,357.0,0.0,301000.0,0.0,301000.0,301000.0,RYC,5,5,20240126,20240126,20240126
10186,60041532,80132950,20240126,2024-01-17,2023-01-31,8986000.0,2023-02-06,355.0,0.0,881000.0,0.0,881000.0,881000.0,RYC,5,5,20240126,20240126,20240126
10191,60041532,80133272,20240126,2024-01-26,2023-02-08,3295000.0,2023-02-17,344.0,0.0,344000.0,0.0,344000.0,344000.0,RYC,5,5,20240126,20240126,20240126
10197,60041544,80045447,20240115,2024-01-15,2019-06-28,1571000.0,2019-07-04,1657.0,0.0,33000.0,0.0,33000.0,33000.0,RYC,5,5,20240115,20240115,20240115
10200,60041544,80045447,20240126,2024-01-16,2019-06-28,11664000.0,2019-07-04,1668.0,0.0,233000.0,0.0,233000.0,233000.0,RYC,5,5,20240126,20240126,20240126
10201,60041544,80047296,20240126,2024-01-23,2019-07-26,1721000.0,2019-08-05,1636.0,0.0,69000.0,0.0,69000.0,69000.0,RYC,5,5,20240126,20240126,20240126
10202,60041544,80047299,20240126,2024-01-23,2019-07-26,4829000.0,2019-08-05,1636.0,0.0,193000.0,0.0,193000.0,193000.0,RYC,5,5,20240126,20240126,20240126
10203,60041544,80055700,20240115,2024-01-14,2020-01-15,5584000.0,2020-01-31,1446.0,0.0,207000.0,0.0,207000.0,207000.0,RYC,5,5,20240115,20240115,20240115
10207,60041544,80055700,20240115,2024-01-15,2020-01-15,914000.0,2020-01-31,1446.0,0.0,18000.0,0.0,18000.0,18000.0,RYC,5,5,20240115,20240115,20240115
10211,60041544,80055702,20240115,2024-01-14,2020-01-15,6015000.0,2020-01-31,1446.0,0.0,241000.0,0.0,241000.0,241000.0,RYC,5,5,20240115,20240115,20240115
10212,60041544,80058664,20240126,2024-01-18,2020-05-21,3000000.0,2020-06-02,1334.0,0.0,180000.0,0.0,180000.0,180000.0,RYC,5,5,20240126,20240126,20240126
10213,60041544,80060967,20240126,2024-01-22,2020-07-24,3232000.0,2020-07-31,1275.0,0.0,194000.0,0.0,194000.0,194000.0,RYC,5,5,20240126,20240126,20240126
10217,60041544,80088111,20240126,2024-01-25,2021-07-28,6353000.0,2021-07-30,911.0,0.0,472000.0,0.0,472000.0,472000.0,RYC,5,5,20240126,20240126,20240126
10222,60041544,80097860,20240115,2024-01-08,2021-11-30,5928000.0,2021-12-02,775.0,0.0,451000.0,0.0,451000.0,451000.0,RYC,5,5,20240115,20240115,20240115
10234,60041544,80132761,20240126,2024-01-19,2023-01-31,12284000.0,2023-02-07,354.0,0.0,1169000.0,0.0,1169000.0,1169000.0,RYC,5,5,20240126,20240126,20240126
10238,60041645,80126259,20240115,2024-01-05,2022-11-28,3751000.0,2022-12-02,410.0,0.0,375000.0,0.0,375000.0,375000.0,RYC,5,5,20240115,20240115,20240115
10239,60041648,80086602,20240115,2024-01-05,2021-07-19,3041000.0,2021-08-09,890.0,0.0,196000.0,0.0,196000.0,196000.0,RYC,5,5,20240115,20240115,20240115
10248,60041648,80087947,20240115,2024-01-15,2021-07-28,4850000.0,2021-08-10,889.0,0.0,356000.0,0.0,356000.0,356000.0,RYC,5,5,20240115,20240115,20240115
10257,60041648,80103253,20240126,2024-01-24,2022-02-09,10064000.0,2022-02-14,712.0,0.0,756000.0,0.0,756000.0,756000.0,RYC,5,5,20240126,20240126,20240126
10260,60041666,80081846,20240126,2024-01-22,2021-05-24,6900000.0,2021-06-06,965.0,0.0,421000.0,0.0,421000.0,421000.0,RYC,5,5,20240126,20240126,20240126
10269,60041666,80082173,20240126,2024-01-22,2021-05-25,4561000.0,2021-06-06,965.0,0.0,303000.0,0.0,303000.0,303000.0,RYC,5,5,20240126,20240126,20240126
10274,60041745,80086353,20240126,2024-01-24,2021-07-26,7555000.0,2021-07-29,912.0,0.0,535000.0,0.0,535000.0,535000.0,RYC,5,5,20240126,20240126,20240126
10281,60041762,80069786,20240115,2024-01-08,2020-12-28,5000000.0,2021-01-07,1104.0,0.0,301000.0,0.0,301000.0,301000.0,RYC,5,5,20240115,20240115,20240115
10286,60041762,80079324,20240126,2024-01-25,2021-04-26,5584000.0,2021-05-12,990.0,0.0,427000.0,0.0,427000.0,427000.0,RYC,5,5,20240126,20240126,20240126
10290,60041762,80082607,20240126,2024-01-25,2021-05-28,5084000.0,2021-06-07,964.0,0.0,394000.0,0.0,394000.0,394000.0,RYC,5,5,20240126,20240126,20240126
10294,60041762,80088474,20240126,2024-01-26,2021-07-30,7501000.0,2021-08-03,907.0,0.0,600000.0,0.0,600000.0,600000.0,RYC,5,5,20240126,20240126,20240126
10295,60041762,80088477,20240126,2024-01-26,2021-07-30,7552000.0,2021-08-03,907.0,0.0,604000.0,0.0,604000.0,604000.0,RYC,5,5,20240126,20240126,20240126
10296,60041762,80101704,20240126,2024-01-16,2022-01-11,16612000.0,2022-01-24,733.0,0.0,1192000.0,0.0,1192000.0,1192000.0,RYC,5,5,20240126,20240126,20240126
10301,60041775,80102241,20240126,2024-01-17,2022-01-25,23678000.0,2022-02-18,708.0,0.0,1904000.0,0.0,1904000.0,1904000.0,RYC,5,5,20240126,20240126,20240126
10305,60041775,80102299,20240115,2024-01-09,2022-01-25,20699000.0,2022-02-18,697.0,0.0,1576000.0,0.0,1576000.0,1576000.0,RYC,5,5,20240115,20240115,20240115
10316,60041775,80128387,20240126,2024-01-25,2022-12-14,16048000.0,2022-12-20,403.0,0.0,1588000.0,0.0,1588000.0,1588000.0,RYC,5,5,20240126,20240126,20240126
10330,60041803,80083621,20240115,2024-01-12,2021-06-08,4746000.0,2021-06-12,948.0,45000.0,308000.0,45000.0,308000.0,353000.0,FYC,5,5,20240115,20240115,20240115
10333,60041821,80082281,20240126,2024-01-24,2021-06-15,8130000.0,2021-06-19,952.0,0.0,585000.0,0.0,585000.0,585000.0,RYC,5,5,20240126,20240126,20240126
10338,60041825,80098199,20240115,2024-01-11,2021-12-06,600000.0,2021-12-21,756.0,90000.0,0.0,90000.0,0.0,90000.0,FYC,5,5,20240115,20240115,20240115
10355,60041831,80087522,20240126,2024-01-25,2021-07-27,5858000.0,2021-07-30,911.0,0.0,440000.0,0.0,440000.0,440000.0,RYC,5,5,20240126,20240126,20240126
10361,60041872,80101799,20240115,2024-01-12,2022-01-13,12426000.0,2022-01-17,729.0,0.0,962000.0,000,000,000000,RYC,4,4,20240115,20240115,
10364,60041963,80097843,20240115,2024-01-15,2021-11-30,15017000.0,2021-12-12,765.0,0.0,1092000.0,0.0,1092000.0,1092000.0,RYC,5,5,20240115,20240115,20240115
10373,60041965,80103432,20240126,2024-01-26,2022-02-15,13195000.0,2022-02-23,703.0,0.0,960000.0,0.0,960000.0,960000.0,RYC,5,5,20240126,20240126,20240126
10378,60042074,80086393,20240115,2024-01-11,2021-07-13,15101000.0,2021-07-24,906.0,0.0,1131000.0,0.0,1131000.0,1131000.0,RYC,5,5,20240115,20240115,20240115
10381,60042074,80086687,20240115,2024-01-11,2021-07-15,10142000.0,2021-07-24,906.0,0.0,695000.0,0.0,695000.0,695000.0,RYC,5,5,20240115,20240115,20240115
10385,60042101,80087620,20240115,2024-01-10,2021-07-26,7596000.0,2021-08-12,887.0,0.0,577000.0,0.0,577000.0,577000.0,RYC,5,5,20240115,20240115,20240115
10390,60042128,80085558,20240115,2024-01-03,2021-06-29,4727000.0,2021-07-05,925.0,0.0,362000.0,0.0,362000.0,362000.0,RYC,5,5,20240115,20240115,20240115
10393,60042136,80085202,20240126,2024-01-25,2021-06-29,8893000.0,2021-07-05,936.0,0.0,646000.0,0.0,646000.0,646000.0,RYC,5,5,20240126,20240126,20240126
10401,60042136,80126841,20240126,2024-01-26,2022-11-29,6230000.0,2022-12-04,419.0,0.0,578000.0,0.0,578000.0,578000.0,RYC,5,5,20240126,20240126,20240126
10406,60042136,80126851,20240126,2024-01-25,2022-11-29,28419000.0,2022-12-04,419.0,0.0,1989000.0,0.0,1989000.0,1989000.0,RYC,5,5,20240126,20240126,20240126
10409,60042136,80128659,20240126,2024-01-25,2022-12-16,15895000.0,2022-12-24,399.0,0.0,1493000.0,0.0,1493000.0,1493000.0,RYC,5,5,20240126,20240126,20240126
10413,60042175,80072162,20240126,2024-01-18,2021-01-19,12441000.0,2021-01-25,1097.0,0.0,748000.0,0.0,748000.0,748000.0,RYC,5,5,20240126,20240126,20240126
10417,60042175,80085990,20240126,2024-01-16,2021-06-30,4161000.0,2021-07-11,930.0,0.0,306000.0,0.0,306000.0,306000.0,RYC,5,5,20240126,20240126,20240126
10422,60042204,80086785,20240115,2024-01-08,2021-07-15,7647000.0,2021-07-28,902.0,0.0,538000.0,0.0,538000.0,538000.0,RYC,5,5,20240115,20240115,20240115
10434,60042204,80101924,20240126,2024-01-16,2022-01-20,15649000.0,2022-01-27,730.0,0.0,1080000.0,0.0,1080000.0,1080000.0,RYC,5,5,20240126,20240126,20240126
10448,60042208,80082727,20240126,2024-01-16,2021-05-30,5785000.0,2021-06-03,968.0,0.0,451000.0,0.0,451000.0,451000.0,RYC,5,5,20240126,20240126,20240126
10453,60042261,80091407,20240126,2024-01-23,2021-08-31,4305000.0,2021-09-05,874.0,0.0,330000.0,0.0,330000.0,330000.0,RYC,5,5,20240126,20240126,20240126
10457,60042261,80096459,20240126,2024-01-23,2021-11-22,4030000.0,2021-11-24,794.0,0.0,309000.0,0.0,309000.0,309000.0,RYC,5,5,20240126,20240126,20240126
10461,60042310,80072279,20240126,2024-01-21,2021-01-22,5201000.0,2021-01-26,1096.0,0.0,313000.0,0.0,313000.0,313000.0,RYC,5,5,20240126,20240126,20240126
10470,60042373,80081434,20240126,2024-01-18,2021-05-19,3449000.0,2021-05-27,975.0,0.0,247000.0,0.0,247000.0,247000.0,RYC,5,5,20240126,20240126,20240126
10478,60042374,80115416,20240126,2024-01-18,2022-07-25,6191000.0,2022-07-28,548.0,0.0,608000.0,0.0,608000.0,608000.0,RYC,5,5,20240126,20240126,20240126
10480,60042492,80083705,20240115,2024-01-05,2021-06-10,7732000.0,2021-06-15,945.0,0.0,587000.0,0.0,587000.0,587000.0,RYC,5,5,20240115,20240115,20240115
10489,60042492,80086591,20240126,2024-01-17,2021-07-13,7737000.0,2021-07-21,920.0,0.0,570000.0,0.0,570000.0,570000.0,RYC,5,5,20240126,20240126,20240126
10498,60042492,80086898,20240126,2024-01-17,2021-07-16,7680000.0,2021-07-24,917.0,0.0,574000.0,0.0,574000.0,574000.0,RYC,5,5,20240126,20240126,20240126
10507,60042549,80086672,20240115,2024-01-08,2021-07-13,3773000.0,2021-07-23,907.0,0.0,269000.0,0.0,269000.0,269000.0,RYC,5,5,20240115,20240115,20240115
10515,60042765,80104099,20240126,2024-01-22,2022-02-25,3037000.0,2022-03-05,693.0,0.0,279000.0,0.0,279000.0,279000.0,RYC,5,5,20240126,20240126,20240126
10519,60042767,80082415,20240126,2024-01-23,2021-05-26,7225000.0,2021-05-31,971.0,0.0,525000.0,0.0,525000.0,525000.0,RYC,5,5,20240126,20240126,20240126
10529,60042773,80102207,20240126,2024-01-25,2022-01-24,12907000.0,2022-01-27,730.0,0.0,986000.0,0.0,986000.0,986000.0,RYC,5,5,20240126,20240126,20240126
10532,60042773,80108762,20240126,2024-01-24,2022-04-28,4880000.0,2022-05-09,628.0,0.0,488000.0,0.0,488000.0,488000.0,RYC,5,5,20240126,20240126,20240126
10533,60042773,80108763,20240126,2024-01-24,2022-04-28,3750000.0,2022-05-09,628.0,0.0,375000.0,0.0,375000.0,375000.0,RYC,5,5,20240126,20240126,20240126
10534,60042773,80108764,20240126,2024-01-24,2022-05-05,32734000.0,2022-05-11,626.0,0.0,2408000.0,0.0,2408000.0,2408000.0,RYC,5,5,20240126,20240126,20240126
10543,60042773,80108765,20240126,2024-01-24,2022-04-28,5245000.0,2022-05-09,628.0,0.0,525000.0,0.0,525000.0,525000.0,RYC,5,5,20240126,20240126,20240126
10544,60042773,80128920,20240126,2024-01-22,2022-12-20,537000.0,2022-12-26,397.0,0.0,38000.0,0.0,38000.0,38000.0,RYC,5,5,20240126,20240126,20240126
10545,60042781,80100368,20240126,2024-01-18,2021-12-29,10864000.0,2022-01-05,752.0,0.0,854000.0,0.0,854000.0,854000.0,RYC,5,5,20240126,20240126,20240126
10549,60042781,80103111,20240126,2024-01-24,2022-02-08,12124000.0,2022-02-15,711.0,0.0,872000.0,0.0,872000.0,872000.0,RYC,5,5,20240126,20240126,20240126
10557,60042783,80129431,20240115,2024-01-11,2022-12-23,20689000.0,2022-12-30,382.0,0.0,1994000.0,0.0,1994000.0,1994000.0,RYC,5,5,20240115,20240115,20240115
10562,60042797,80084036,20240126,2024-01-26,2021-06-26,10534000.0,2021-07-08,933.0,0.0,691000.0,0.0,691000.0,691000.0,RYC,5,5,20240126,20240126,20240126
10570,60042798,80083064,20240126,2024-01-26,2021-05-31,5538000.0,2021-06-07,964.0,0.0,421000.0,0.0,421000.0,421000.0,RYC,5,5,20240126,20240126,20240126
10575,60042798,80083068,20240126,2024-01-26,2021-05-31,5223000.0,2021-06-07,964.0,0.0,395000.0,0.0,395000.0,395000.0,RYC,5,5,20240126,20240126,20240126
10580,60042839,80086195,20240115,2024-01-10,2021-07-08,7544000.0,2021-07-22,908.0,0.0,533000.0,0.0,533000.0,533000.0,RYC,5,5,20240115,20240115,20240115
10592,60042839,80099734,20240115,2024-01-08,2021-12-28,10456000.0,2022-01-05,741.0,0.0,773000.0,0.0,773000.0,773000.0,RYC,5,5,20240115,20240115,20240115
10601,60043199,80087146,20240115,2024-01-08,2021-07-20,3083000.0,2021-07-27,903.0,0.0,233000.0,0.0,233000.0,233000.0,RYC,5,5,20240115,20240115,20240115
10605,60043203,80083752,20240126,2024-01-23,2021-06-14,8135000.0,2021-06-22,949.0,0.0,564000.0,0.0,564000.0,564000.0,RYC,5,5,20240126,20240126,20240126
10610,60043234,80084135,20240126,2024-01-22,2021-06-17,7015000.0,2021-06-24,947.0,0.0,458000.0,0.0,458000.0,458000.0,RYC,5,5,20240126,20240126,20240126
10618,60043278,80081686,20240126,2024-01-23,2021-05-24,6074000.0,2021-05-28,974.0,0.0,454000.0,0.0,454000.0,454000.0,RYC,5,5,20240126,20240126,20240126
10627,60043308,80088802,20240126,2024-01-18,2021-07-31,5111000.0,2021-08-04,906.0,0.0,400000.0,0.0,400000.0,400000.0,RYC,5,5,20240126,20240126,20240126
10631,60043424,80086667,20240115,2024-01-15,2021-07-22,12590000.0,2021-07-27,903.0,0.0,928000.0,0.0,928000.0,928000.0,RYC,5,5,20240115,20240115,20240115
