,Servicing Agent,FYP_Final,FYC,%FYC_Bonus,Quarterly Bonus
1759,60031457,0.0,0.0,0.0,0.0
1760,60031497,0.0,0.0,0.0,0.0
1761,60031498,0.0,0.0,0.0,0.0
1762,60031502,90000.0,0.0,0.0,0.0
1763,60031508,393400.0,0.0,0.0,0.0
1764,60031511,0.0,0.0,0.0,0.0
1765,60031524,10100.0,0.0,0.0,0.0
1766,60031544,0.0,0.0,0.0,0.0
1767,60031566,20100.0,0.0,0.0,0.0
1768,60031573,0.0,0.0,0.0,0.0
1769,60031574,0.0,0.0,0.0,0.0
1770,60031578,0.0,0.0,0.0,0.0
1799,60031873,0.0,0.0,0.0,0.0
1800,60031881,0.0,0.0,0.0,0.0
1801,60031886,0.0,0.0,0.0,0.0
1828,60032076,0.0,0.0,0.0,0.0
1830,60032109,0.0,0.0,0.0,0.0
1831,60032123,0.0,0.0,0.0,0.0
1832,60032147,29300.0,0.0,0.0,0.0
1833,60032161,0.0,0.0,0.0,0.0
1834,60032182,0.0,0.0,0.0,0.0
1835,60032197,0.0,0.0,0.0,0.0
1836,60032206,20600.0,0.0,0.0,0.0
1837,60032225,0.0,0.0,0.0,0.0
1838,60032246,0.0,0.0,0.0,0.0
1839,60032248,0.0,0.0,0.0,0.0
1840,60032249,0.0,0.0,0.0,0.0
1841,60032259,0.0,0.0,0.0,0.0
1842,60032277,0.0,0.0,0.0,0.0
1843,60032280,0.0,0.0,0.0,0.0
1844,60032285,0.0,0.0,0.0,0.0
1845,60032287,0.0,0.0,0.0,0.0
1846,60032295,15300.0,0.0,0.0,0.0
1847,60032307,600000.0,90000.0,0.0,0.0
1848,60032340,0.0,0.0,0.0,0.0
1849,60032344,0.0,0.0,0.0,0.0
1850,60032349,0.0,0.0,0.0,0.0
1851,60032350,0.0,0.0,0.0,0.0
1852,60032354,0.0,0.0,0.0,0.0
1829,60032077,0.0,0.0,0.0,0.0
1827,60032061,0.0,0.0,0.0,0.0
1802,60031888,0.0,0.0,0.0,0.0
1826,60032052,0.0,0.0,0.0,0.0
1803,60031890,0.0,0.0,0.0,0.0
1804,60031891,0.0,0.0,0.0,0.0
1805,60031892,0.0,0.0,0.0,0.0
1806,60031895,0.0,0.0,0.0,0.0
1807,60031901,0.0,0.0,0.0,0.0
1808,60031903,0.0,0.0,0.0,0.0
1809,60031915,0.0,0.0,0.0,0.0
1810,60031917,0.0,0.0,0.0,0.0
1811,60031920,0.0,0.0,0.0,0.0
1812,60031926,0.0,0.0,0.0,0.0
1813,60031954,76700.0,0.0,0.0,0.0
1814,60031964,0.0,0.0,0.0,0.0
1815,60031966,0.0,0.0,0.0,0.0
1816,60031968,0.0,0.0,0.0,0.0
1817,60031969,0.0,0.0,0.0,0.0
1818,60031970,0.0,0.0,0.0,0.0
1819,60031979,0.0,0.0,0.0,0.0
1820,60031980,0.0,0.0,0.0,0.0
1821,60031982,0.0,0.0,0.0,0.0
1822,60031983,0.0,0.0,0.0,0.0
1823,60031994,-214600.0,0.0,0.0,0.0
1824,60032017,45800.0,0.0,0.0,0.0
1825,60032037,0.0,0.0,0.0,0.0
1962,60033480,0.0,0.0,0.0,0.0
1963,60033481,0.0,0.0,0.0,0.0
1964,60033486,105900.0,0.0,0.0,0.0
2112,60038601,0.0,0.0,0.0,0.0
2101,60038455,0.0,0.0,0.0,0.0
2102,60038462,0.0,0.0,0.0,0.0
2103,60038470,0.0,0.0,0.0,0.0
2104,60038485,0.0,0.0,0.0,0.0
2105,60038492,0.0,0.0,0.0,0.0
2106,60038502,0.0,0.0,0.0,0.0
2107,60038542,0.0,0.0,0.0,0.0
2108,60038543,0.0,0.0,0.0,0.0
2109,60038567,0.0,0.0,0.0,0.0
2110,60038581,0.0,0.0,0.0,0.0
2111,60038597,0.0,0.0,0.0,0.0
2113,60038603,0.0,0.0,0.0,0.0
1965,60033499,0.0,0.0,0.0,0.0
2114,60038634,0.0,0.0,0.0,0.0
2115,60038641,0.0,0.0,0.0,0.0
2116,60038661,0.0,0.0,0.0,0.0
2117,60038677,0.0,0.0,0.0,0.0
2118,60038689,600.0,0.0,0.0,0.0
2119,60038692,0.0,0.0,0.0,0.0
2120,60038712,0.0,0.0,0.0,0.0
2121,60038713,0.0,0.0,0.0,0.0
2122,60038721,0.0,0.0,0.0,0.0
2123,60038726,0.0,0.0,0.0,0.0
2124,60038730,0.0,0.0,0.0,0.0
2100,60038450,0.0,0.0,0.0,0.0
2099,60038444,0.0,0.0,0.0,0.0
2098,60038433,0.0,0.0,0.0,0.0
2097,60038429,0.0,0.0,0.0,0.0
2074,60037965,0.0,0.0,0.0,0.0
2075,60038009,4586000.0,2111000.0,0.0,0.0
2076,60038044,0.0,0.0,0.0,0.0
2077,60038088,0.0,0.0,0.0,0.0
2078,60038103,0.0,0.0,0.0,0.0
2079,60038167,0.0,0.0,0.0,0.0
2080,60038170,0.0,0.0,0.0,0.0
2081,60038191,17600.0,0.0,0.0,0.0
2082,60038241,0.0,0.0,0.0,0.0
2083,60038248,0.0,0.0,0.0,0.0
2084,60038259,0.0,0.0,0.0,0.0
2085,60038260,1929000.0,543000.0,0.0,0.0
2086,60038268,0.0,0.0,0.0,0.0
2087,60038272,0.0,0.0,0.0,0.0
2088,60038276,0.0,0.0,0.0,0.0
2089,60038280,0.0,0.0,0.0,0.0
2090,60038291,0.0,0.0,0.0,0.0
2091,60038325,0.0,0.0,0.0,0.0
2092,60038342,0.0,0.0,0.0,0.0
2093,60038357,0.0,0.0,0.0,0.0
2094,60038392,0.0,0.0,0.0,0.0
2095,60038409,0.0,0.0,0.0,0.0
2096,60038418,0.0,0.0,0.0,0.0
2125,60038733,0.0,0.0,0.0,0.0
2126,60038792,0.0,0.0,0.0,0.0
2127,60038803,0.0,0.0,0.0,0.0
2154,60039327,0.0,0.0,0.0,0.0
2156,60039339,0.0,0.0,0.0,0.0
2157,60039340,0.0,0.0,0.0,0.0
2158,60039373,0.0,0.0,0.0,0.0
2159,60039431,0.0,0.0,0.0,0.0
2160,60039437,0.0,0.0,0.0,0.0
2161,60039464,0.0,0.0,0.0,0.0
2162,60039503,0.0,0.0,0.0,0.0
2163,60039542,1715000.0,120000.0,0.0,0.0
2164,60039594,595400.0,0.0,0.0,0.0
2165,60039596,0.0,0.0,0.0,0.0
2166,60039597,0.0,0.0,0.0,0.0
2167,60039598,0.0,0.0,0.0,0.0
2168,60039604,0.0,0.0,0.0,0.0
2169,60039627,0.0,0.0,0.0,0.0
2170,60039638,0.0,0.0,0.0,0.0
2171,60039649,0.0,0.0,0.0,0.0
2172,60039660,0.0,0.0,0.0,0.0
2173,60039684,0.0,0.0,0.0,0.0
2174,60039704,0.0,0.0,0.0,0.0
2175,60039715,29400.0,0.0,0.0,0.0
2176,60039717,0.0,0.0,0.0,0.0
2177,60039734,0.0,0.0,0.0,0.0
2178,60039738,0.0,0.0,0.0,0.0
2155,60039335,0.0,0.0,0.0,0.0
2153,60039316,0.0,0.0,0.0,0.0
2128,60038818,83300.0,0.0,0.0,0.0
2152,60039313,0.0,0.0,0.0,0.0
2129,60038825,0.0,0.0,0.0,0.0
2130,60038836,0.0,0.0,0.0,0.0
2131,60038850,0.0,0.0,0.0,0.0
2132,60038868,0.0,0.0,0.0,0.0
2133,60038876,0.0,0.0,0.0,0.0
2134,60038912,0.0,0.0,0.0,0.0
2135,60038938,0.0,0.0,0.0,0.0
2136,60038944,0.0,0.0,0.0,0.0
2137,60038954,0.0,0.0,0.0,0.0
2138,60038955,0.0,0.0,0.0,0.0
2139,60038972,0.0,0.0,0.0,0.0
2140,60038981,0.0,0.0,0.0,0.0
2141,60039023,0.0,0.0,0.0,0.0
2142,60039052,0.0,0.0,0.0,0.0
2143,60039060,0.0,0.0,0.0,0.0
2144,60039061,0.0,0.0,0.0,0.0
2145,60039140,0.0,0.0,0.0,0.0
2146,60039142,0.0,0.0,0.0,0.0
2147,60039151,0.0,0.0,0.0,0.0
2148,60039155,0.0,0.0,0.0,0.0
2149,60039163,0.0,0.0,0.0,0.0
2150,60039230,0.0,0.0,0.0,0.0
2151,60039270,-4720000.0,0.0,0.0,0.0
2073,60037930,0.0,0.0,0.0,0.0
2072,60037915,851500.0,0.0,0.0,0.0
2071,60037914,0.0,0.0,0.0,0.0
1991,60034442,0.0,0.0,0.0,0.0
1993,60034572,145100.0,0.0,0.0,0.0
1994,60034602,0.0,0.0,0.0,0.0
1995,60034693,0.0,0.0,0.0,0.0
1996,60034724,0.0,0.0,0.0,0.0
1997,60034775,0.0,0.0,0.0,0.0
1998,60034831,0.0,0.0,0.0,0.0
1999,60034834,0.0,0.0,0.0,0.0
2000,60034836,0.0,0.0,0.0,0.0
2001,60034881,0.0,0.0,0.0,0.0
2002,60035005,0.0,0.0,0.0,0.0
2003,60035007,0.0,0.0,0.0,0.0
2004,60035031,0.0,0.0,0.0,0.0
2005,60035122,0.0,0.0,0.0,0.0
2006,60035140,0.0,0.0,0.0,0.0
2007,60035141,0.0,0.0,0.0,0.0
2008,60035172,0.0,0.0,0.0,0.0
2009,60035181,5061000.0,1822000.0,0.0,0.0
2010,60035209,0.0,0.0,0.0,0.0
2011,60035259,0.0,0.0,0.0,0.0
2012,60035280,287700.0,0.0,0.0,0.0
2013,60035403,0.0,66000.0,0.0,0.0
2014,60035424,0.0,0.0,0.0,0.0
2015,60035441,0.0,0.0,0.0,0.0
1992,60034507,0.0,0.0,0.0,0.0
1990,60034389,0.0,0.0,0.0,0.0
2017,60035464,0.0,0.0,0.0,0.0
1989,60034217,0.0,0.0,0.0,0.0
1966,60033508,0.0,0.0,0.0,0.0
1967,60033545,0.0,0.0,0.0,0.0
1968,60033561,0.0,0.0,0.0,0.0
1969,60033585,0.0,0.0,0.0,0.0
1970,60033591,358000.0,125000.0,0.0,0.0
1971,60033592,0.0,0.0,0.0,0.0
1972,60033594,0.0,0.0,0.0,0.0
1973,60033628,0.0,0.0,0.0,0.0
1974,60033658,0.0,0.0,0.0,0.0
1975,60033676,0.0,0.0,0.0,0.0
1976,60033843,0.0,0.0,0.0,0.0
1977,60033844,-230700.0,0.0,0.0,0.0
1978,60033846,3443300.0,1136000.0,0.0,0.0
1979,60033848,0.0,0.0,0.0,0.0
1980,60033849,0.0,0.0,0.0,0.0
1981,60033881,0.0,0.0,0.0,0.0
1982,60033882,23100.0,0.0,0.0,0.0
1983,60033924,600000.0,60000.0,0.0,0.0
1984,60033937,0.0,0.0,0.0,0.0
1985,60033964,0.0,0.0,0.0,0.0
1986,60034046,0.0,0.0,0.0,0.0
1987,60034086,0.0,0.0,0.0,0.0
1988,60034159,0.0,0.0,0.0,0.0
2016,60035456,0.0,0.0,0.0,0.0
2018,60035501,0.0,0.0,0.0,0.0
2070,60037886,0.0,0.0,0.0,0.0
2045,60037074,0.0,0.0,0.0,0.0
2047,60037313,0.0,0.0,0.0,0.0
2048,60037350,0.0,0.0,0.0,0.0
2049,60037363,0.0,0.0,0.0,0.0
2050,60037382,0.0,0.0,0.0,0.0
2051,60037388,0.0,0.0,0.0,0.0
2052,60037459,0.0,0.0,0.0,0.0
2053,60037464,0.0,0.0,0.0,0.0
2054,60037515,0.0,0.0,0.0,0.0
2055,60037529,0.0,0.0,0.0,0.0
2056,60037555,0.0,0.0,0.0,0.0
2057,60037560,273100.0,0.0,0.0,0.0
2058,60037571,0.0,0.0,0.0,0.0
2059,60037572,0.0,0.0,0.0,0.0
2060,60037645,0.0,0.0,0.0,0.0
2061,60037648,0.0,0.0,0.0,0.0
2062,60037686,0.0,0.0,0.0,0.0
2063,60037697,0.0,0.0,0.0,0.0
2064,60037756,0.0,0.0,0.0,0.0
2065,60037757,0.0,0.0,0.0,0.0
2066,60037804,0.0,0.0,0.0,0.0
2067,60037836,0.0,0.0,0.0,0.0
2068,60037855,0.0,0.0,0.0,0.0
2069,60037873,0.0,0.0,0.0,0.0
2046,60037095,0.0,0.0,0.0,0.0
2044,60036996,0.0,0.0,0.0,0.0
2019,60035512,0.0,0.0,0.0,0.0
2043,60036826,0.0,0.0,0.0,0.0
2020,60035530,0.0,0.0,0.0,0.0
2021,60035548,0.0,0.0,0.0,0.0
2022,60035564,0.0,0.0,0.0,0.0
2023,60035682,0.0,0.0,0.0,0.0
2024,60035743,0.0,0.0,0.0,0.0
2025,60035747,0.0,0.0,0.0,0.0
2026,60035787,0.0,0.0,0.0,0.0
2027,60035849,0.0,0.0,0.0,0.0
2028,60035873,0.0,0.0,0.0,0.0
2029,60035924,0.0,0.0,0.0,0.0
2030,60036032,0.0,0.0,0.0,0.0
2031,60036103,0.0,0.0,0.0,0.0
2032,60036114,0.0,0.0,0.0,0.0
2033,60036214,0.0,0.0,0.0,0.0
2034,60036220,-300.0,0.0,0.0,0.0
2035,60036238,0.0,0.0,0.0,0.0
2036,60036393,0.0,0.0,0.0,0.0
2037,60036398,0.0,0.0,0.0,0.0
2038,60036402,0.0,0.0,0.0,0.0
2039,60036461,65400.0,0.0,0.0,0.0
2040,60036494,0.0,0.0,0.0,0.0
2041,60036646,0.0,0.0,0.0,0.0
2042,60036649,0.0,0.0,0.0,0.0
2614,60049885,0.0,0.0,0.0,0.0
2616,60049916,0.0,0.0,0.0,0.0
1746,60031353,0.0,0.0,0.0,0.0
3204,60068780,0.0,0.0,0.0,0.0
3193,60068609,0.0,0.0,0.0,0.0
3194,60068617,0.0,0.0,0.0,0.0
3195,60068634,0.0,0.0,0.0,0.0
3196,60068650,0.0,0.0,0.0,0.0
3197,60068707,0.0,0.0,0.0,0.0
3198,60068723,0.0,0.0,0.0,0.0
3199,60068733,0.0,0.0,0.0,0.0
3200,60068775,0.0,0.0,0.0,0.0
3201,60068776,0.0,0.0,0.0,0.0
3202,60068778,0.0,0.0,0.0,0.0
3203,60068779,58500.0,0.0,0.0,0.0
3205,60068794,0.0,0.0,0.0,0.0
3164,60067661,8900.0,0.0,0.0,0.0
3206,60068803,0.0,0.0,0.0,0.0
3207,60068809,0.0,0.0,0.0,0.0
3208,60068813,0.0,0.0,0.0,0.0
3209,60068820,4712000.0,932000.0,0.0,0.0
3210,60068824,0.0,0.0,0.0,0.0
3211,60068826,0.0,0.0,0.0,0.0
3212,60068860,0.0,0.0,0.0,0.0
3213,60068861,0.0,0.0,0.0,0.0
3214,60068875,0.0,0.0,0.0,0.0
3215,60068904,0.0,0.0,0.0,0.0
3216,60068910,0.0,0.0,0.0,0.0
3192,60068586,0.0,0.0,0.0,0.0
3191,60068547,0.0,0.0,0.0,0.0
3190,60068546,0.0,0.0,0.0,0.0
3189,60068527,0.0,0.0,0.0,0.0
3166,60067722,0.0,0.0,0.0,0.0
3167,60067755,0.0,0.0,0.0,0.0
3168,60067794,4019000.0,1407000.0,0.0,0.0
3169,60067911,0.0,0.0,0.0,0.0
3170,60067916,0.0,0.0,0.0,0.0
3171,60067976,0.0,0.0,0.0,0.0
3172,60068070,0.0,0.0,0.0,0.0
3173,60068072,0.0,0.0,0.0,0.0
3174,60068074,0.0,0.0,0.0,0.0
3175,60068088,0.0,0.0,0.0,0.0
3176,60068155,0.0,0.0,0.0,0.0
3177,60068157,0.0,0.0,0.0,0.0
3178,60068165,0.0,0.0,0.0,0.0
3179,60068207,12600.0,0.0,0.0,0.0
3180,60068267,0.0,0.0,0.0,0.0
3181,60068297,0.0,0.0,0.0,0.0
3182,60068306,0.0,0.0,0.0,0.0
3183,60068341,0.0,0.0,0.0,0.0
3184,60068342,0.0,0.0,0.0,0.0
3185,60068385,0.0,0.0,0.0,0.0
3186,60068464,0.0,0.0,0.0,0.0
3187,60068497,0.0,0.0,0.0,0.0
3188,60068512,0.0,0.0,0.0,0.0
3217,60068916,0.0,0.0,0.0,0.0
3218,60068921,0.0,0.0,0.0,0.0
3220,60068925,0.0,0.0,0.0,0.0
3247,60069346,0.0,0.0,0.0,0.0
3249,60069350,0.0,0.0,0.0,0.0
3250,60069359,0.0,0.0,0.0,0.0
3251,60069428,0.0,0.0,0.0,0.0
3252,60069438,0.0,0.0,0.0,0.0
3253,60069458,0.0,0.0,0.0,0.0
3254,60069477,0.0,0.0,0.0,0.0
3255,60069494,0.0,0.0,0.0,0.0
3256,60069499,0.0,0.0,0.0,0.0
3257,60069509,0.0,0.0,0.0,0.0
3258,60069533,0.0,0.0,0.0,0.0
3259,60069538,0.0,0.0,0.0,0.0
3260,60069547,0.0,0.0,0.0,0.0
3261,60069583,0.0,0.0,0.0,0.0
3262,60069584,0.0,0.0,0.0,0.0
3263,60069587,0.0,0.0,0.0,0.0
3264,60069621,0.0,0.0,0.0,0.0
3265,60069668,0.0,0.0,0.0,0.0
3266,60069676,0.0,0.0,0.0,0.0
3267,60069688,0.0,0.0,0.0,0.0
3268,60069703,0.0,0.0,0.0,0.0
3269,60069709,0.0,0.0,0.0,0.0
3270,60069758,0.0,0.0,0.0,0.0
3271,60069780,0.0,0.0,0.0,0.0
3248,60069349,0.0,0.0,0.0,0.0
3246,60069344,0.0,0.0,0.0,0.0
3221,60068966,0.0,0.0,0.0,0.0
3245,60069317,0.0,0.0,0.0,0.0
3222,60068982,0.0,0.0,0.0,0.0
3223,60068994,0.0,0.0,0.0,0.0
3224,60069012,4922000.0,0.0,0.0,0.0
3225,60069027,0.0,0.0,0.0,0.0
3226,60069029,0.0,0.0,0.0,0.0
3227,60069039,0.0,0.0,0.0,0.0
3228,60069041,201300.0,0.0,0.0,0.0
3229,60069043,0.0,0.0,0.0,0.0
3230,60069060,0.0,0.0,0.0,0.0
3231,60069076,0.0,0.0,0.0,0.0
3232,60069080,0.0,0.0,0.0,0.0
3233,60069085,7606000.0,2521000.0,0.0,0.0
3234,60069088,0.0,0.0,0.0,0.0
3235,60069199,0.0,0.0,0.0,0.0
3236,60069243,681600.0,98000.0,0.0,0.0
3237,60069245,0.0,0.0,0.0,0.0
3238,60069259,0.0,0.0,0.0,0.0
3239,60069260,0.0,180000.0,0.0,0.0
3240,60069262,0.0,0.0,0.0,0.0
3241,60069269,0.0,0.0,0.0,0.0
3242,60069275,0.0,0.0,0.0,0.0
3243,60069291,0.0,0.0,0.0,0.0
3244,60069316,0.0,0.0,0.0,0.0
3165,60067698,0.0,0.0,0.0,0.0
3163,60067658,0.0,0.0,0.0,0.0
2617,60049919,0.0,0.0,0.0,0.0
3095,60066163,0.0,0.0,0.0,0.0
3084,60064968,8002000.0,3201000.0,0.0,0.0
3085,60064969,0.0,0.0,0.0,0.0
3086,60064972,0.0,0.0,0.0,0.0
3087,60065153,0.0,0.0,0.0,0.0
3088,60065239,0.0,0.0,0.0,0.0
3089,60065274,0.0,0.0,0.0,0.0
3090,60065489,0.0,0.0,0.0,0.0
3091,60065581,0.0,0.0,0.0,0.0
3092,60066123,0.0,0.0,0.0,0.0
3093,60066129,27800.0,0.0,0.0,0.0
3094,60066161,0.0,0.0,0.0,0.0
3096,60066250,0.0,0.0,0.0,0.0
3162,60067654,0.0,0.0,0.0,0.0
3097,60066311,0.0,0.0,0.0,0.0
3098,60066517,0.0,0.0,0.0,0.0
3099,60066716,0.0,0.0,0.0,0.0
3100,60066749,0.0,0.0,0.0,0.0
3101,60066756,0.0,0.0,0.0,0.0
3102,60066777,0.0,0.0,0.0,0.0
3103,60066781,0.0,0.0,0.0,0.0
3104,60066784,0.0,0.0,0.0,0.0
3105,60066792,0.0,0.0,0.0,0.0
3106,60066796,0.0,0.0,0.0,0.0
3107,60066797,0.0,0.0,0.0,0.0
3083,60064426,0.0,0.0,0.0,0.0
3082,60064361,0.0,0.0,0.0,0.0
3081,60064316,0.0,0.0,0.0,0.0
3080,60063857,0.0,119000.0,0.0,0.0
3057,60061482,0.0,0.0,0.0,0.0
3058,60061600,0.0,0.0,0.0,0.0
3059,60061683,0.0,0.0,0.0,0.0
3060,60061704,0.0,0.0,0.0,0.0
3061,60061705,0.0,0.0,0.0,0.0
3062,60061709,0.0,0.0,0.0,0.0
3063,60061717,1039500.0,280000.0,0.0,0.0
3064,60061726,0.0,0.0,0.0,0.0
3065,60061730,0.0,0.0,0.0,0.0
3066,60061737,0.0,0.0,0.0,0.0
3067,60061917,0.0,0.0,0.0,0.0
3068,60062237,0.0,0.0,0.0,0.0
3069,60062313,0.0,0.0,0.0,0.0
3070,60062317,0.0,0.0,0.0,0.0
3071,60062463,44600.0,0.0,0.0,0.0
3072,60062963,0.0,0.0,0.0,0.0
3073,60063170,8021000.0,3208000.0,0.0,0.0
3074,60063225,0.0,0.0,0.0,0.0
3075,60063248,0.0,0.0,0.0,0.0
3076,60063260,0.0,0.0,0.0,0.0
3077,60063412,0.0,0.0,0.0,0.0
3078,60063468,0.0,0.0,0.0,0.0
3079,60063545,0.0,0.0,0.0,0.0
3108,60066804,0.0,0.0,0.0,0.0
3109,60066815,0.0,0.0,0.0,0.0
3110,60066818,0.0,0.0,0.0,0.0
3137,60067382,0.0,0.0,0.0,0.0
3139,60067386,0.0,0.0,0.0,0.0
3140,60067388,0.0,0.0,0.0,0.0
3141,60067413,0.0,0.0,0.0,0.0
3142,60067428,0.0,0.0,0.0,0.0
3143,60067453,0.0,0.0,0.0,0.0
3144,60067462,27400.0,0.0,0.0,0.0
3145,60067472,0.0,0.0,0.0,0.0
3146,60067489,0.0,0.0,0.0,0.0
3147,60067498,0.0,0.0,0.0,0.0
3148,60067516,0.0,0.0,0.0,0.0
3149,60067530,0.0,0.0,0.0,0.0
3150,60067554,0.0,0.0,0.0,0.0
3151,60067579,0.0,0.0,0.0,0.0
3152,60067586,0.0,0.0,0.0,0.0
3153,60067592,2281000.0,429000.0,0.0,0.0
3154,60067593,0.0,0.0,0.0,0.0
3155,60067594,0.0,0.0,0.0,0.0
3156,60067608,-296400.0,0.0,0.0,0.0
3157,60067630,0.0,0.0,0.0,0.0
3158,60067634,0.0,0.0,0.0,0.0
3159,60067635,0.0,0.0,0.0,0.0
3160,60067636,12006000.0,3053000.0,0.0,0.0
3161,60067650,0.0,0.0,0.0,0.0
3138,60067383,0.0,0.0,0.0,0.0
3136,60067380,0.0,0.0,0.0,0.0
3111,60066862,6820600.0,308000.0,0.0,0.0
3135,60067365,0.0,0.0,0.0,0.0
3112,60066929,0.0,0.0,0.0,0.0
3113,60066933,0.0,0.0,0.0,0.0
3114,60066939,0.0,0.0,0.0,0.0
3115,60066954,0.0,0.0,0.0,0.0
3116,60066956,0.0,0.0,0.0,0.0
3117,60066974,0.0,0.0,0.0,0.0
3118,60066975,0.0,0.0,0.0,0.0
3119,60067039,0.0,0.0,0.0,0.0
3120,60067097,0.0,0.0,0.0,0.0
3121,60067127,0.0,0.0,0.0,0.0
3122,60067221,0.0,0.0,0.0,0.0
3123,60067224,0.0,0.0,0.0,0.0
3124,60067229,0.0,0.0,0.0,0.0
3125,60067250,0.0,0.0,0.0,0.0
3126,60067266,0.0,0.0,0.0,0.0
3127,60067282,0.0,0.0,0.0,0.0
3128,60067288,0.0,0.0,0.0,0.0
3129,60067292,0.0,0.0,0.0,0.0
3130,60067299,0.0,0.0,0.0,0.0
3131,60067300,0.0,0.0,0.0,0.0
3132,60067310,0.0,0.0,0.0,0.0
3133,60067312,0.0,0.0,0.0,0.0
3134,60067327,0.0,0.0,0.0,0.0
3272,60069808,0.0,0.0,0.0,0.0
3273,60069820,0.0,0.0,0.0,0.0
3274,60069851,0.0,0.0,0.0,0.0
3422,60077956,4500000.0,1620000.0,0.0,0.0
3411,60077373,0.0,0.0,0.0,0.0
3412,60077393,-357400.0,0.0,0.0,0.0
3413,60077488,0.0,0.0,0.0,0.0
3414,60077521,5937000.0,2129000.0,0.0,0.0
3415,60077573,4500000.0,1710000.0,0.0,0.0
3416,60077607,0.0,0.0,0.0,0.0
3417,60077786,4693000.0,1691000.0,0.0,0.0
3418,60077838,677000.0,135000.0,0.0,0.0
3419,60077873,-116833000.0,-46733000.0,0.0,-0.0
3420,60077904,7775000.0,2799000.0,0.0,0.0
3421,60077906,7430000.0,2851000.0,0.0,0.0
3423,60078019,0.0,0.0,0.0,0.0
3275,60069869,0.0,0.0,0.0,0.0
3424,60078136,10023000.0,2660000.0,0.0,0.0
3425,60078870,8337000.0,2965000.0,0.0,0.0
3426,60078972,0.0,0.0,0.0,0.0
3427,60079130,4552000.0,1366000.0,0.0,0.0
3428,60079200,8009000.0,3204000.0,0.0,0.0
3429,60079363,4648000.0,1756000.0,0.0,0.0
3430,60079599,0.0,0.0,0.0,0.0
3431,60079677,4563000.0,1798000.0,0.0,0.0
3432,60079691,0.0,0.0,0.0,0.0
3433,60079708,8029000.0,2638000.0,0.0,0.0
3434,60079805,4567000.0,1644000.0,0.0,0.0
3410,60077325,4878000.0,1852000.0,0.0,0.0
3409,60077112,0.0,0.0,0.0,0.0
3408,60077103,4701000.0,1680000.0,0.0,0.0
3407,60077068,15659000.0,4525000.0,0.0,0.0
3384,60074619,0.0,0.0,0.0,0.0
3385,60074792,8017000.0,2801000.0,0.0,0.0
3386,60074945,0.0,0.0,0.0,0.0
3387,60074985,10006000.0,2850000.0,0.0,0.0
3388,60075110,0.0,0.0,0.0,0.0
3389,60075382,0.0,0.0,0.0,0.0
3390,60075492,10574000.0,3807000.0,0.0,0.0
3391,60075557,12753000.0,3272000.0,0.0,0.0
3392,60075658,13860000.0,3725000.0,0.0,0.0
3393,60075721,12159000.0,3889000.0,0.0,0.0
3394,60075732,0.0,0.0,0.0,0.0
3395,60075857,7144000.0,2479000.0,0.0,0.0
3396,60075868,5039000.0,1912000.0,0.0,0.0
3397,60075918,5926000.0,1856000.0,0.0,0.0
3398,60076365,10019000.0,4008000.0,0.0,0.0
3399,60076367,0.0,0.0,0.0,0.0
3400,60076381,15019000.0,5081000.0,0.0,0.0
3401,60076465,9729000.0,2530000.0,0.0,0.0
3402,60076504,5049000.0,1712000.0,0.0,0.0
3403,60076539,12045000.0,3419000.0,0.0,0.0
3404,60076614,4539000.0,1702000.0,0.0,0.0
3405,60076831,13214000.0,3851000.0,0.0,0.0
3406,60077006,0.0,0.0,0.0,0.0
3435,60079830,28415000.0,8447000.0,0.0,0.0
3436,60079839,8143000.0,2769000.0,0.0,0.0
3437,60080035,0.0,0.0,0.0,0.0
3464,60081470,14022000.0,3764000.0,0.0,0.0
3466,60081595,0.0,0.0,0.0,0.0
3467,60081840,4556000.0,1731000.0,0.0,0.0
3468,60081901,0.0,0.0,0.0,0.0
3469,60082206,16563000.0,5833000.0,0.0,0.0
3470,60082246,4654000.0,1581000.0,0.0,0.0
3471,60082266,0.0,0.0,0.0,0.0
3472,60082413,8557000.0,3175000.0,0.0,0.0
3473,60082544,0.0,0.0,0.0,0.0
3474,60082599,4757000.0,509000.0,0.0,0.0
3475,60082721,5047000.0,1539000.0,0.0,0.0
3476,60082875,4554000.0,1639000.0,0.0,0.0
3477,60082878,4667000.0,1867000.0,0.0,0.0
3478,60082934,4717000.0,1321000.0,0.0,0.0
3479,60082964,26214000.0,7323000.0,0.0,0.0
3480,60083105,16096000.0,5938000.0,0.0,0.0
3481,60083199,4651000.0,1537000.0,0.0,0.0
3482,60083451,8143000.0,4087000.0,0.0,0.0
3483,60083458,0.0,0.0,0.0,0.0
3484,60083471,15000000.0,2913000.0,0.0,0.0
3485,60083473,18171000.0,3447000.0,0.0,0.0
3486,60083545,4511000.0,1444000.0,0.0,0.0
3487,60083611,0.0,0.0,0.0,0.0
3488,60083616,8010000.0,3204000.0,0.0,0.0
3465,60081546,10096000.0,3907000.0,0.0,0.0
3463,60081459,4589000.0,1714000.0,0.0,0.0
3438,60080047,13778000.0,4639000.0,0.0,0.0
3462,60081150,4836000.0,1631000.0,0.0,0.0
3439,60080110,12235000.0,3808000.0,0.0,0.0
3440,60080114,4512000.0,1805000.0,0.0,0.0
3441,60080155,30767000.0,10393000.0,0.0,0.0
3442,60080235,4778000.0,1588000.0,0.0,0.0
