,Issuing Agent,CUTOFF,CC(-),CC(+)
677,60019374,20230131,0.0,0.0
678,60019375,20230131,0.0,0.0
679,60019387,20230131,0.0,0.0
680,60019389,20230131,0.0,0.0
681,60019410,20230131,0.0,1.0
682,60019428,20230131,0.0,0.0
683,60019433,20230131,0.0,0.0
684,60019460,20230131,0.0,0.0
685,60019461,20230131,0.0,0.0
686,60019678,20230131,0.0,0.0
687,60019685,20230131,0.0,0.0
688,60019707,20230131,0.0,1.0
689,60019749,20230131,0.0,0.0
690,60019755,20230131,0.0,0.0
691,60019797,20230131,0.0,0.0
692,60019802,20230131,0.0,0.0
693,60019862,20230131,0.0,0.0
694,60019994,20230131,0.0,0.0
695,60020038,20230131,0.0,0.0
696,60020041,20230131,0.0,0.0
697,60020113,20230131,0.0,0.0
698,60020190,20230131,0.0,0.0
699,60020269,20230131,0.0,1.0
700,60020444,20230131,0.0,0.0
701,60020517,20230131,0.0,0.0
702,60020618,20230131,0.0,0.0
703,60020661,20230131,0.0,0.0
704,60020680,20230131,0.0,0.0
705,60020717,20230131,0.0,0.0
706,60020746,20230131,0.0,0.0
707,60020772,20230131,0.0,0.0
708,60020792,20230131,0.0,0.0
709,60020824,20230131,0.0,0.0
710,60020825,20230131,0.0,0.0
711,60020826,20230131,0.0,0.0
712,60020840,20230131,0.0,0.0
713,60020876,20230131,0.0,0.0
714,60020906,20230131,0.0,0.0
715,60020911,20230131,0.0,0.0
716,60020913,20230131,0.0,0.0
717,60020925,20230131,0.0,0.0
718,60020928,20230131,0.0,0.0
719,60020956,20230131,0.0,0.0
720,60020967,20230131,0.0,0.0
721,60020975,20230131,0.0,1.0
722,60021006,20230131,0.0,0.0
723,60021031,20230131,0.0,0.0
724,60021036,20230131,0.0,0.0
725,60021038,20230131,0.0,0.0
726,60021044,20230131,0.0,0.0
727,60021046,20230131,0.0,0.0
728,60021049,20230131,0.0,0.0
729,60021092,20230131,0.0,0.0
730,60021104,20230131,0.0,0.0
731,60021109,20230131,0.0,0.0
732,60021151,20230131,0.0,0.0
733,60021249,20230131,0.0,0.0
734,60021255,20230131,0.0,0.0
735,60021262,20230131,0.0,0.0
736,60021264,20230131,0.0,0.0
737,60021270,20230131,0.0,0.0
738,60021309,20230131,0.0,0.0
739,60021352,20230131,0.0,0.0
740,60021353,20230131,0.0,0.0
741,60021355,20230131,0.0,0.0
742,60021358,20230131,0.0,0.0
743,60021373,20230131,0.0,0.0
744,60021374,20230131,0.0,0.0
745,60021407,20230131,0.0,0.0
746,60021411,20230131,0.0,0.0
747,60021426,20230131,0.0,0.0
748,60021471,20230131,0.0,0.0
749,60021475,20230131,0.0,0.0
750,60021480,20230131,0.0,0.0
751,60021489,20230131,0.0,0.0
752,60021522,20230131,0.0,0.0
753,60021531,20230131,0.0,0.0
754,60021572,20230131,0.0,0.0
755,60021583,20230131,0.0,0.0
756,60021612,20230131,0.0,0.0
757,60021637,20230131,0.0,0.0
758,60021641,20230131,0.0,0.0
759,60021643,20230131,0.0,0.0
760,60021657,20230131,0.0,0.0
761,60021670,20230131,0.0,0.0
762,60021718,20230131,0.0,0.0
763,60021752,20230131,0.0,0.0
764,60021768,20230131,0.0,0.0
765,60021769,20230131,0.0,0.0
766,60021782,20230131,0.0,0.0
767,60021820,20230131,0.0,0.0
768,60021867,20230131,0.0,0.0
769,60021885,20230131,0.0,0.0
770,60021913,20230131,0.0,0.0
771,60021937,20230131,0.0,0.0
