,Issuing Agent,CUTOFF,CC(-),CC(+)
772,60021978,20230131,0.0,1.0
773,60022035,20230131,0.0,0.0
774,60022101,20230131,0.0,0.0
775,60022104,20230131,0.0,0.0
776,60022140,20230131,0.0,0.0
777,60022161,20230131,0.0,0.0
778,60022202,20230131,0.0,1.0
779,60022216,20230131,0.0,0.0
780,60022264,20230131,0.0,0.0
781,60022274,20230131,0.0,0.0
782,60022306,20230131,0.0,0.0
783,60022331,20230131,0.0,0.0
784,60022354,20230131,0.0,0.0
785,60022359,20230131,0.0,1.0
786,60022382,20230131,0.0,0.0
787,60022403,20230131,0.0,0.0
788,60022417,20230131,0.0,0.0
789,60022433,20230131,0.0,0.0
790,60022437,20230131,0.0,0.0
791,60022448,20230131,0.0,0.0
792,60022460,20230131,0.0,0.0
793,60022467,20230131,0.0,0.0
794,60022478,20230131,0.0,0.0
795,60022495,20230131,0.0,0.0
796,60022514,20230131,0.0,0.0
797,60022519,20230131,0.0,0.0
798,60022520,20230131,0.0,0.0
799,60022528,20230131,0.0,0.0
800,60022547,20230131,0.0,0.0
801,60022576,20230131,0.0,0.0
802,60022590,20230131,0.0,0.0
803,60022591,20230131,0.0,0.0
804,60022592,20230131,0.0,0.0
805,60022604,20230131,0.0,0.0
806,60022640,20230131,0.0,0.0
807,60022659,20230131,0.0,0.0
808,60022661,20230131,0.0,0.0
809,60022663,20230131,0.0,0.0
810,60022665,20230131,0.0,0.0
811,60022677,20230131,0.0,0.0
812,60022691,20230131,0.0,0.0
813,60022703,20230131,0.0,0.0
814,60022726,20230131,0.0,0.0
815,60022750,20230131,0.0,0.0
816,60022753,20230131,0.0,0.0
817,60022763,20230131,0.0,0.0
818,60022764,20230131,0.0,0.0
819,60022765,20230131,0.0,0.0
820,60022768,20230131,0.0,0.0
821,60022773,20230131,0.0,0.0
822,60022774,20230131,0.0,0.0
823,60022776,20230131,0.0,0.0
824,60022802,20230131,0.0,0.0
825,60022822,20230131,0.0,0.0
826,60022827,20230131,0.0,0.0
827,60022861,20230131,0.0,0.0
828,60022870,20230131,0.0,0.0
829,60022872,20230131,0.0,0.0
830,60022880,20230131,0.0,0.0
831,60022885,20230131,0.0,0.0
832,60022933,20230131,0.0,0.0
833,60022937,20230131,0.0,0.0
834,60022955,20230131,0.0,0.0
835,60022960,20230131,0.0,0.0
836,60022961,20230131,0.0,0.0
837,60022968,20230131,0.0,0.0
838,60022975,20230131,0.0,0.0
839,60022988,20230131,0.0,0.0
840,60023038,20230131,0.0,0.0
841,60023039,20230131,0.0,0.0
842,60023040,20230131,0.0,0.0
843,60023050,20230131,0.0,0.0
844,60023051,20230131,0.0,0.0
845,60023053,20230131,0.0,0.0
846,60023058,20230131,0.0,0.0
847,60023071,20230131,0.0,0.0
848,60023084,20230131,0.0,0.0
849,60023085,20230131,0.0,0.0
850,60023096,20230131,0.0,0.0
851,60023114,20230131,0.0,0.0
852,60023122,20230131,0.0,0.0
853,60023135,20230131,0.0,0.0
854,60023144,20230131,0.0,0.0
855,60023160,20230131,0.0,0.0
856,60023164,20230131,0.0,0.0
857,60023189,20230131,0.0,0.0
858,60023201,20230131,0.0,0.0
859,60023212,20230131,0.0,0.0
860,60023220,20230131,0.0,0.0
861,60023247,20230131,0.0,0.0
862,60023248,20230131,0.0,0.0
863,60023251,20230131,0.0,0.0
864,60023263,20230131,0.0,0.0
865,60023280,20230131,0.0,0.0
866,60023289,20230131,0.0,0.0
867,60023312,20230131,0.0,0.0
868,60023317,20230131,0.0,0.0
869,60023323,20230131,0.0,0.0
870,60023329,20230131,0.0,0.0
871,60023330,20230131,0.0,0.0
872,60023343,20230131,0.0,0.0
873,60023355,20230131,0.0,0.0
874,60023357,20230131,0.0,0.0
875,60023373,20230131,0.0,0.0
876,60023400,20230131,0.0,0.0
877,60023409,20230131,0.0,0.0
878,60023433,20230131,0.0,0.0
879,60023451,20230131,0.0,0.0
880,60023463,20230131,0.0,0.0
881,60023481,20230131,0.0,0.0
882,60023490,20230131,0.0,0.0
883,60023493,20230131,0.0,0.0
884,60023530,20230131,0.0,0.0
885,60023535,20230131,0.0,0.0
886,60023555,20230131,0.0,0.0
887,60023566,20230131,0.0,0.0
888,60023574,20230131,0.0,0.0
889,60023595,20230131,0.0,0.0
890,60023606,20230131,0.0,0.0
891,60023608,20230131,0.0,0.0
892,60023615,20230131,0.0,0.0
893,60023655,20230131,0.0,0.0
894,60023678,20230131,0.0,0.0
895,60023690,20230131,0.0,0.0
896,60023705,20230131,0.0,1.0
897,60023717,20230131,0.0,1.0
898,60023723,20230131,0.0,0.0
899,60023744,20230131,0.0,0.0
900,60023752,20230131,0.0,0.0
901,60023760,20230131,0.0,0.0
902,60023800,20230131,0.0,0.0
903,60023830,20230131,0.0,0.0
904,60023834,20230131,0.0,0.0
905,60023858,20230131,0.0,0.0
906,60023861,20230131,0.0,0.0
907,60023890,20230131,0.0,0.0
908,60023917,20230131,0.0,0.0
909,60023918,20230131,0.0,0.0
910,60023940,20230131,0.0,0.0
911,60023945,20230131,0.0,0.0
912,60023963,20230131,0.0,0.0
913,60024022,20230131,0.0,0.0
914,60024038,20230131,0.0,0.0
915,60024042,20230131,0.0,0.0
916,60024050,20230131,0.0,0.0
917,60024058,20230131,0.0,0.0
918,60024073,20230131,0.0,0.0
919,60024104,20230131,0.0,0.0
920,60024134,20230131,0.0,0.0
921,60024145,20230131,0.0,0.0
922,60024183,20230131,0.0,0.0
923,60024184,20230131,0.0,0.0
924,60024186,20230131,0.0,0.0
925,60024188,20230131,0.0,0.0
926,60024193,20230131,0.0,0.0
927,60024210,20230131,0.0,0.0
928,60024218,20230131,0.0,0.0
929,60024227,20230131,0.0,0.0
930,60024233,20230131,0.0,0.0
931,60024236,20230131,0.0,0.0
932,60024239,20230131,0.0,0.0
933,60024240,20230131,0.0,0.0
934,60024242,20230131,0.0,0.0
935,60024252,20230131,0.0,0.0
936,60024254,20230131,0.0,0.0
937,60024273,20230131,0.0,0.0
938,60024274,20230131,0.0,0.0
939,60024278,20230131,0.0,0.0
940,60024280,20230131,0.0,0.0
941,60024283,20230131,0.0,0.0
942,60024286,20230131,0.0,0.0
943,60024299,20230131,0.0,0.0
944,60024304,20230131,-1.0,2.0
945,60024318,20230131,0.0,0.0
946,60024320,20230131,0.0,0.0
947,60024325,20230131,0.0,3.0
948,60024365,20230131,0.0,0.0
949,60024367,20230131,0.0,0.0
950,60024394,20230131,0.0,0.0
951,60024540,20230131,0.0,0.0
952,60024550,20230131,0.0,0.0
953,60024609,20230131,0.0,0.0
954,60024617,20230131,0.0,0.0
955,60024649,20230131,0.0,0.0
956,60024663,20230131,0.0,0.0
957,60024666,20230131,0.0,0.0
958,60024677,20230131,0.0,0.0
959,60024733,20230131,0.0,0.0
960,60024808,20230131,0.0,0.0
961,60024816,20230131,0.0,0.0
962,60024833,20230131,0.0,0.0
963,60024843,20230131,0.0,0.0
964,60024844,20230131,0.0,0.0
965,60024845,20230131,0.0,0.0
966,60024904,20230131,0.0,0.0
967,60024921,20230131,0.0,0.0
968,60025007,20230131,0.0,0.0
969,60025011,20230131,0.0,0.0
970,60025145,20230131,0.0,0.0
971,60025196,20230131,0.0,0.0
972,60025217,20230131,0.0,0.0
973,60025234,20230131,0.0,1.0
974,60025243,20230131,0.0,0.0
975,60025244,20230131,0.0,0.0
976,60025248,20230131,0.0,0.0
977,60025280,20230131,0.0,0.0
978,60025374,20230131,0.0,0.0
979,60025381,20230131,0.0,1.0
980,60025432,20230131,0.0,0.0
981,60025485,20230131,0.0,0.0
982,60025509,20230131,0.0,0.0
983,60025543,20230131,0.0,0.0
984,60025548,20230131,0.0,0.0
985,60025570,20230131,0.0,0.0
986,60025571,20230131,0.0,0.0
987,60025572,20230131,0.0,0.0
988,60025592,20230131,0.0,0.0
989,60025685,20230131,0.0,0.0
990,60025734,20230131,0.0,0.0
991,60025739,20230131,0.0,0.0
992,60025740,20230131,0.0,0.0
993,60025741,20230131,0.0,0.0
994,60025902,20230131,0.0,0.0
995,60025997,20230131,0.0,0.0
996,60026018,20230131,0.0,0.0
997,60026021,20230131,0.0,0.0
998,60026067,20230131,0.0,0.0
999,60026092,20230131,0.0,0.0
1000,60026101,20230131,0.0,0.0
1001,60026111,20230131,0.0,2.0
1002,60026119,20230131,0.0,1.0
1003,60026140,20230131,0.0,0.0
1004,60026142,20230131,0.0,0.0
1005,60026168,20230131,0.0,0.0
1006,60026179,20230131,0.0,0.0
1007,60026181,20230131,0.0,0.0
1008,60026212,20230131,0.0,0.0
1009,60026216,20230131,0.0,0.0
1010,60026222,20230131,0.0,0.0
1011,60026224,20230131,0.0,0.0
1012,60026226,20230131,0.0,0.0
1013,60026283,20230131,0.0,0.0
1014,60026306,20230131,0.0,1.0
1015,60026332,20230131,0.0,0.0
1016,60026389,20230131,0.0,0.0
1017,60026398,20230131,0.0,0.0
1018,60026425,20230131,0.0,0.0
1019,60026469,20230131,0.0,0.0
1020,60026501,20230131,0.0,0.0
1021,60026525,20230131,0.0,0.0
1022,60026528,20230131,0.0,0.0
1023,60026561,20230131,0.0,1.0
1024,60026573,20230131,0.0,0.0
1025,60026599,20230131,0.0,0.0
1026,60026601,20230131,0.0,0.0
1027,60026640,20230131,0.0,0.0
1028,60026643,20230131,0.0,0.0
1029,60026644,20230131,0.0,0.0
1030,60026653,20230131,0.0,0.0
1031,60026700,20230131,0.0,0.0
1032,60026703,20230131,0.0,0.0
1033,60026712,20230131,0.0,0.0
1034,60026717,20230131,0.0,0.0
1035,60026841,20230131,0.0,0.0
1036,60026857,20230131,0.0,0.0
1037,60026861,20230131,0.0,0.0
1038,60026865,20230131,0.0,0.0
1039,60026880,20230131,0.0,0.0
1040,60026936,20230131,0.0,0.0
1041,60026954,20230131,0.0,0.0
1042,60027043,20230131,0.0,0.0
1043,60027069,20230131,0.0,0.0
1044,60027073,20230131,0.0,0.0
1045,60027086,20230131,0.0,0.0
1046,60027181,20230131,0.0,0.0
1047,60027203,20230131,0.0,0.0
1048,60027248,20230131,0.0,0.0
1049,60027268,20230131,0.0,0.0
1050,60027309,20230131,0.0,0.0
1051,60027377,20230131,0.0,1.0
1052,60027411,20230131,0.0,0.0
1053,60027443,20230131,0.0,1.0
1054,60027446,20230131,0.0,0.0
1055,60027452,20230131,0.0,0.0
1056,60027466,20230131,0.0,0.0
1057,60027473,20230131,0.0,0.0
1058,60027488,20230131,0.0,1.0
1059,60027495,20230131,0.0,0.0
1060,60027530,20230131,0.0,0.0
1061,60027534,20230131,0.0,0.0
1062,60027543,20230131,0.0,0.0
1063,60027552,20230131,0.0,0.0
1064,60027565,20230131,0.0,0.0
1065,60027580,20230131,0.0,0.0
1066,60027583,20230131,0.0,0.0
1067,60027589,20230131,0.0,0.0
1068,60027592,20230131,0.0,0.0
1069,60027596,20230131,0.0,0.0
1070,60027638,20230131,0.0,0.0
1071,60027704,20230131,0.0,0.0
1072,60027719,20230131,0.0,0.0
1073,60027724,20230131,0.0,0.0
1074,60027758,20230131,0.0,0.0
1075,60027761,20230131,0.0,0.0
1076,60027762,20230131,0.0,0.0
1077,60027776,20230131,0.0,0.0
1078,60027838,20230131,0.0,0.0
1079,60027839,20230131,0.0,0.0
1080,60027865,20230131,0.0,0.0
1081,60027897,20230131,0.0,0.0
1082,60027908,20230131,0.0,0.0
1083,60027918,20230131,0.0,0.0
1084,60027923,20230131,0.0,0.0
1085,60027943,20230131,0.0,0.0
1086,60027952,20230131,0.0,1.0
1087,60027974,20230131,0.0,0.0
1088,60027982,20230131,0.0,0.0
1089,60028068,20230131,0.0,0.0
1090,60028092,20230131,0.0,0.0
1091,60028093,20230131,0.0,0.0
1092,60028114,20230131,0.0,0.0
1093,60028115,20230131,0.0,0.0
1094,60028150,20230131,0.0,0.0
1095,60028154,20230131,0.0,0.0
1096,60028156,20230131,0.0,0.0
1097,60028184,20230131,0.0,0.0
1098,60028261,20230131,0.0,0.0
1099,60028266,20230131,0.0,0.0
1100,60028269,20230131,0.0,0.0
1101,60028292,20230131,0.0,1.0
1102,60028297,20230131,0.0,0.0
1103,60028393,20230131,0.0,0.0
1104,60028442,20230131,0.0,0.0
1105,60028464,20230131,0.0,0.0
1106,60028475,20230131,0.0,0.0
1107,60028484,20230131,0.0,0.0
1108,60028603,20230131,0.0,0.0
1109,60028642,20230131,0.0,0.0
1110,60028650,20230131,0.0,0.0
1111,60028659,20230131,0.0,0.0
1112,60028661,20230131,0.0,0.0
1113,60028662,20230131,0.0,0.0
1114,60028663,20230131,0.0,0.0
1115,60028666,20230131,0.0,0.0
1116,60028684,20230131,0.0,0.0
1117,60028746,20230131,0.0,0.0
1118,60028776,20230131,0.0,0.0
1119,60028779,20230131,0.0,0.0
1120,60028786,20230131,0.0,0.0
1121,60028794,20230131,0.0,0.0
1122,60028805,20230131,0.0,0.0
1123,60028812,20230131,0.0,0.0
1124,60028825,20230131,0.0,1.0
1125,60028959,20230131,0.0,0.0
1126,60029008,20230131,0.0,0.0
1127,60029056,20230131,0.0,0.0
1128,60029155,20230131,0.0,0.0
1129,60029166,20230131,0.0,1.0
1130,60029194,20230131,0.0,0.0
1131,60029221,20230131,0.0,0.0
1132,60029261,20230131,0.0,0.0
1133,60029281,20230131,0.0,0.0
1134,60029360,20230131,0.0,0.0
1135,60029384,20230131,0.0,0.0
1136,60029391,20230131,0.0,0.0
1137,60029412,20230131,0.0,0.0
1138,60029413,20230131,0.0,0.0
1139,60029422,20230131,0.0,0.0
1140,60029425,20230131,0.0,0.0
1141,60029476,20230131,0.0,0.0
1142,60029501,20230131,0.0,0.0
1143,60029548,20230131,0.0,0.0
1144,60029549,20230131,0.0,0.0
1145,60029554,20230131,0.0,0.0
1146,60029567,20230131,0.0,0.0
1147,60029573,20230131,0.0,0.0
1148,60029604,20230131,0.0,0.0
1149,60029659,20230131,0.0,1.0
1150,60029661,20230131,-1.0,0.0
1151,60029696,20230131,0.0,0.0
1152,60029719,20230131,0.0,0.0
1153,60029731,20230131,0.0,0.0
1154,60029803,20230131,0.0,0.0
1155,60029805,20230131,0.0,0.0
1156,60029811,20230131,0.0,0.0
1157,60029881,20230131,0.0,0.0
1158,60029901,20230131,0.0,0.0
1159,60029906,20230131,0.0,0.0
1160,60029938,20230131,0.0,0.0
1161,60029944,20230131,0.0,0.0
1162,60029951,20230131,0.0,0.0
1163,60029983,20230131,0.0,0.0
1164,60030013,20230131,0.0,0.0
1165,60030034,20230131,0.0,0.0
1166,60030066,20230131,0.0,0.0
1167,60030088,20230131,0.0,0.0
1168,60030097,20230131,0.0,0.0
1169,60030116,20230131,0.0,0.0
1170,60030142,20230131,0.0,0.0
1171,60030195,20230131,0.0,0.0
1172,60030196,20230131,0.0,0.0
1173,60030218,20230131,0.0,0.0
1174,60030230,20230131,0.0,0.0
1175,60030246,20230131,0.0,0.0
1176,60030293,20230131,0.0,0.0
1177,60030320,20230131,0.0,0.0
1178,60030372,20230131,0.0,0.0
1179,60030398,20230131,0.0,0.0
1180,60030420,20230131,0.0,0.0
1181,60030434,20230131,0.0,0.0
1182,60030459,20230131,0.0,0.0
1183,60030486,20230131,0.0,0.0
1184,60030537,20230131,0.0,0.0
1185,60030620,20230131,0.0,0.0
1186,60030626,20230131,0.0,0.0
1187,60030661,20230131,0.0,0.0
1188,60030677,20230131,0.0,0.0
1189,60030705,20230131,0.0,1.0
1190,60030721,20230131,0.0,0.0
1191,60030762,20230131,0.0,0.0
1192,60030784,20230131,0.0,0.0
1193,60030789,20230131,0.0,0.0
1194,60030817,20230131,0.0,0.0
1195,60030821,20230131,0.0,0.0
1196,60030890,20230131,0.0,0.0
1197,60030938,20230131,0.0,0.0
1198,60030974,20230131,0.0,0.0
1199,60031004,20230131,0.0,0.0
1200,60031018,20230131,0.0,0.0
1201,60031037,20230131,0.0,0.0
1202,60031070,20230131,0.0,0.0
1203,60031088,20230131,0.0,0.0
1204,60031090,20230131,0.0,0.0
1205,60031105,20230131,0.0,0.0
1206,60031109,20230131,0.0,0.0
1207,60031110,20230131,0.0,0.0
1208,60031155,20230131,0.0,0.0
1209,60031177,20230131,0.0,0.0
1210,60031179,20230131,0.0,0.0
1211,60031187,20230131,0.0,0.0
1212,60031202,20230131,0.0,0.0
1213,60031203,20230131,0.0,0.0
1214,60031207,20230131,0.0,0.0
1215,60031212,20230131,0.0,0.0
1216,60031222,20230131,0.0,0.0
1217,60031223,20230131,0.0,0.0
1218,60031229,20230131,0.0,0.0
1219,60031231,20230131,0.0,0.0
1220,60031245,20230131,0.0,0.0
1221,60031292,20230131,0.0,0.0
1222,60031296,20230131,0.0,0.0
1223,60031298,20230131,0.0,0.0
1224,60031345,20230131,0.0,0.0
1225,60031366,20230131,0.0,0.0
1226,60031376,20230131,0.0,0.0
1227,60031379,20230131,0.0,1.0
1228,60031386,20230131,0.0,0.0
1229,60031396,20230131,0.0,0.0
1230,60031398,20230131,0.0,0.0
1231,60031402,20230131,0.0,0.0
1232,60031408,20230131,0.0,0.0
1233,60031409,20230131,0.0,0.0
1234,60031413,20230131,0.0,2.0
1235,60031416,20230131,0.0,0.0
1236,60031419,20230131,0.0,0.0
1237,60031422,20230131,0.0,0.0
1238,60031440,20230131,0.0,0.0
1239,60031442,20230131,0.0,0.0
1240,60031443,20230131,0.0,0.0
1241,60031451,20230131,0.0,0.0
1242,60031457,20230131,0.0,0.0
1243,60031486,20230131,0.0,0.0
1244,60031502,20230131,0.0,0.0
1245,60031520,20230131,0.0,0.0
1246,60031524,20230131,0.0,0.0
1247,60031538,20230131,0.0,0.0
1248,60031544,20230131,0.0,0.0
1249,60031579,20230131,0.0,0.0
1250,60031596,20230131,0.0,0.0
1251,60031598,20230131,0.0,0.0
1252,60031600,20230131,0.0,0.0
1253,60031631,20230131,0.0,1.0
1254,60031635,20230131,0.0,1.0
1255,60031639,20230131,0.0,0.0
1256,60031676,20230131,0.0,0.0
1257,60031681,20230131,0.0,0.0
1258,60031691,20230131,0.0,0.0
1259,60031752,20230131,0.0,0.0
1260,60031755,20230131,0.0,0.0
1261,60031757,20230131,0.0,0.0
1262,60031767,20230131,0.0,0.0
1263,60031789,20230131,0.0,0.0
1264,60031799,20230131,0.0,1.0
1265,60031805,20230131,0.0,0.0
1266,60031817,20230131,0.0,0.0
1267,60031835,20230131,0.0,0.0
1268,60031840,20230131,0.0,0.0
1269,60031843,20230131,0.0,0.0
1270,60031847,20230131,0.0,0.0
1271,60031850,20230131,0.0,0.0
1272,60031895,20230131,0.0,0.0
1273,60031910,20230131,0.0,0.0
1274,60031915,20230131,0.0,0.0
1275,60031954,20230131,0.0,0.0
1276,60031969,20230131,0.0,1.0
1277,60031973,20230131,0.0,0.0
1278,60032008,20230131,0.0,1.0
1279,60032014,20230131,0.0,0.0
1280,60032074,20230131,0.0,0.0
1281,60032078,20230131,0.0,0.0
1282,60032080,20230131,0.0,0.0
1283,60032109,20230131,0.0,0.0
1284,60032123,20230131,0.0,0.0
1285,60032165,20230131,0.0,0.0
1286,60032182,20230131,0.0,0.0
1287,60032184,20230131,0.0,0.0
1288,60032194,20230131,0.0,0.0
1289,60032195,20230131,0.0,0.0
1290,60032197,20230131,0.0,0.0
1291,60032214,20230131,0.0,0.0
1292,60032225,20230131,0.0,2.0
1293,60032236,20230131,0.0,0.0
1294,60032248,20230131,0.0,0.0
1295,60032259,20230131,0.0,0.0
1296,60032261,20230131,0.0,0.0
1297,60032273,20230131,0.0,0.0
1298,60032280,20230131,0.0,1.0
1299,60032285,20230131,0.0,0.0
1300,60032287,20230131,0.0,0.0
1301,60032290,20230131,0.0,1.0
1302,60032295,20230131,0.0,0.0
1303,60032318,20230131,0.0,0.0
1304,60032350,20230131,0.0,0.0
1305,60032385,20230131,0.0,0.0
1306,60032388,20230131,0.0,0.0
1307,60032396,20230131,0.0,0.0
1308,60032411,20230131,0.0,0.0
1309,60032454,20230131,0.0,0.0
1310,60032466,20230131,0.0,0.0
1311,60032485,20230131,0.0,0.0
1312,60032503,20230131,0.0,0.0
1313,60032509,20230131,0.0,0.0
1314,60032522,20230131,0.0,0.0
1315,60032526,20230131,0.0,0.0
1316,60032527,20230131,0.0,0.0
1317,60032528,20230131,0.0,0.0
1318,60032592,20230131,0.0,0.0
1319,60032645,20230131,0.0,0.0
1320,60032651,20230131,0.0,0.0
1321,60032652,20230131,0.0,0.0
1322,60032677,20230131,0.0,0.0
1323,60032691,20230131,0.0,0.0
1324,60032697,20230131,0.0,0.0
1325,60032705,20230131,0.0,0.0
1326,60032715,20230131,0.0,0.0
1327,60032724,20230131,0.0,0.0
1328,60032737,20230131,0.0,0.0
1329,60032741,20230131,0.0,0.0
1330,60032759,20230131,0.0,1.0
1331,60032775,20230131,0.0,0.0
1332,60032803,20230131,0.0,0.0
1333,60032814,20230131,0.0,0.0
1334,60032816,20230131,0.0,1.0
1335,60032818,20230131,0.0,0.0
1336,60032824,20230131,0.0,0.0
1337,60032845,20230131,0.0,0.0
1338,60032847,20230131,0.0,0.0
1339,60032856,20230131,0.0,0.0
1340,60032867,20230131,0.0,0.0
1341,60032871,20230131,0.0,0.0
1342,60032887,20230131,0.0,0.0
1343,60032888,20230131,0.0,0.0
1344,60032889,20230131,0.0,0.0
1345,60032911,20230131,0.0,0.0
1346,60032916,20230131,0.0,3.0
1347,60032918,20230131,0.0,0.0
1348,60032937,20230131,0.0,0.0
1349,60032959,20230131,0.0,0.0
1350,60032974,20230131,0.0,0.0
1351,60032997,20230131,0.0,0.0
1352,60033016,20230131,0.0,0.0
1353,60033044,20230131,0.0,0.0
1354,60033046,20230131,0.0,0.0
1355,60033057,20230131,0.0,0.0
1356,60033072,20230131,0.0,0.0
1357,60033105,20230131,0.0,0.0
1358,60033109,20230131,0.0,0.0
1359,60033122,20230131,0.0,0.0
1360,60033123,20230131,0.0,0.0
1361,60033130,20230131,0.0,0.0
1362,60033133,20230131,0.0,0.0
1363,60033143,20230131,0.0,0.0
1364,60033157,20230131,0.0,0.0
1365,60033182,20230131,0.0,0.0
1366,60033194,20230131,0.0,0.0
1367,60033215,20230131,0.0,0.0
1368,60033223,20230131,0.0,0.0
1369,60033233,20230131,0.0,0.0
1370,60033235,20230131,0.0,0.0
1371,60033267,20230131,0.0,0.0
1372,60033270,20230131,0.0,0.0
1373,60033277,20230131,0.0,0.0
1374,60033292,20230131,0.0,0.0
1375,60033301,20230131,0.0,0.0
1376,60033308,20230131,0.0,0.0
1377,60033318,20230131,0.0,0.0
1378,60033353,20230131,0.0,0.0
1379,60033361,20230131,0.0,0.0
1380,60033376,20230131,0.0,0.0
1381,60033378,20230131,0.0,1.0
1382,60033394,20230131,0.0,0.0
1383,60033421,20230131,0.0,0.0
1384,60033424,20230131,0.0,0.0
1385,60033469,20230131,0.0,1.0
1386,60033471,20230131,0.0,0.0
1387,60033474,20230131,0.0,0.0
1388,60033498,20230131,0.0,0.0
1389,60033524,20230131,0.0,0.0
1390,60033545,20230131,0.0,1.0
1391,60033579,20230131,0.0,0.0
1392,60033580,20230131,0.0,0.0
1393,60033584,20230131,0.0,0.0
1394,60033585,20230131,0.0,0.0
1395,60033597,20230131,0.0,0.0
1396,60033602,20230131,0.0,0.0
1397,60033612,20230131,0.0,0.0
1398,60033636,20230131,0.0,0.0
1399,60033657,20230131,0.0,0.0
1400,60033658,20230131,0.0,0.0
1401,60033664,20230131,0.0,0.0
1402,60033680,20230131,0.0,0.0
1403,60033700,20230131,0.0,1.0
1404,60033716,20230131,0.0,1.0
1405,60033750,20230131,0.0,0.0
1406,60033791,20230131,0.0,0.0
1407,60033843,20230131,0.0,0.0
1408,60033881,20230131,0.0,1.0
1409,60033884,20230131,0.0,0.0
1410,60033888,20230131,0.0,1.0
1411,60033890,20230131,0.0,0.0
1412,60033910,20230131,0.0,0.0
1413,60033927,20230131,0.0,0.0
1414,60033961,20230131,0.0,0.0
1415,60033964,20230131,0.0,0.0
1416,60033967,20230131,0.0,0.0
1417,60033970,20230131,0.0,0.0
1418,60033979,20230131,0.0,0.0
1419,60033989,20230131,0.0,0.0
1420,60033991,20230131,0.0,0.0
1421,60034022,20230131,0.0,0.0
1422,60034031,20230131,0.0,0.0
1423,60034046,20230131,0.0,0.0
1424,60034060,20230131,0.0,0.0
1425,60034077,20230131,0.0,0.0
1426,60034164,20230131,0.0,0.0
1427,60034217,20230131,0.0,0.0
1428,60034313,20230131,0.0,0.0
1429,60034347,20230131,0.0,0.0
1430,60034359,20230131,0.0,0.0
1431,60034406,20230131,0.0,0.0
1432,60034415,20230131,0.0,0.0
1433,60034461,20230131,0.0,0.0
1434,60034488,20230131,0.0,0.0
1435,60034529,20230131,0.0,0.0
1436,60034572,20230131,0.0,0.0
1437,60034632,20230131,0.0,0.0
1438,60034684,20230131,0.0,0.0
1439,60034691,20230131,0.0,0.0
1440,60034709,20230131,0.0,0.0
1441,60034715,20230131,0.0,0.0
1442,60034781,20230131,0.0,0.0
1443,60034787,20230131,0.0,0.0
1444,60034800,20230131,0.0,0.0
1445,60034816,20230131,0.0,0.0
1446,60034828,20230131,0.0,0.0
1447,60034830,20230131,0.0,0.0
1448,60034834,20230131,0.0,1.0
1449,60034836,20230131,0.0,1.0
1450,60034841,20230131,0.0,0.0
1451,60034900,20230131,0.0,0.0
1452,60034901,20230131,0.0,0.0
1453,60034902,20230131,0.0,0.0
1454,60034969,20230131,0.0,0.0
1455,60035028,20230131,0.0,0.0
1456,60035029,20230131,0.0,0.0
1457,60035040,20230131,0.0,0.0
1458,60035116,20230131,0.0,0.0
1459,60035164,20230131,0.0,0.0
1460,60035166,20230131,0.0,0.0
1461,60035167,20230131,0.0,0.0
1462,60035169,20230131,0.0,0.0
1463,60035173,20230131,0.0,0.0
1464,60035181,20230131,0.0,2.0
1465,60035194,20230131,0.0,0.0
1466,60035206,20230131,0.0,0.0
1467,60035225,20230131,0.0,0.0
1468,60035254,20230131,0.0,0.0
1469,60035259,20230131,0.0,0.0
1470,60035287,20230131,0.0,0.0
1471,60035303,20230131,0.0,0.0
1472,60035323,20230131,0.0,0.0
1473,60035344,20230131,0.0,0.0
1474,60035345,20230131,0.0,0.0
1475,60035374,20230131,0.0,0.0
1476,60035411,20230131,0.0,0.0
1477,60035424,20230131,0.0,0.0
1478,60035441,20230131,0.0,0.0
1479,60035507,20230131,0.0,0.0
1480,60035553,20230131,0.0,0.0
1481,60035726,20230131,0.0,2.0
1482,60035743,20230131,0.0,0.0
1483,60035763,20230131,0.0,0.0
1484,60035791,20230131,-1.0,0.0
1485,60035792,20230131,0.0,0.0
1486,60035829,20230131,0.0,0.0
1487,60035878,20230131,0.0,0.0
1488,60035906,20230131,0.0,0.0
1489,60035926,20230131,0.0,0.0
1490,60035943,20230131,0.0,0.0
1491,60035988,20230131,0.0,0.0
1492,60035994,20230131,0.0,0.0
1493,60035997,20230131,0.0,0.0
1494,60036002,20230131,0.0,0.0
1495,60036020,20230131,0.0,0.0
1496,60036028,20230131,0.0,0.0
1497,60036032,20230131,0.0,0.0
1498,60036060,20230131,0.0,0.0
1499,60036079,20230131,0.0,0.0
1500,60036111,20230131,0.0,0.0
1501,60036128,20230131,0.0,0.0
1502,60036163,20230131,0.0,0.0
1503,60036167,20230131,0.0,0.0
1504,60036170,20230131,0.0,0.0
1505,60036217,20230131,0.0,0.0
1506,60036220,20230131,0.0,0.0
1507,60036280,20230131,0.0,0.0
1508,60036285,20230131,0.0,0.0
1509,60036344,20230131,0.0,0.0
1510,60036353,20230131,0.0,0.0
1511,60036378,20230131,0.0,0.0
1512,60036387,20230131,0.0,0.0
1513,60036498,20230131,0.0,0.0
1514,60036510,20230131,0.0,0.0
1515,60036514,20230131,0.0,0.0
1516,60036548,20230131,0.0,0.0
1517,60036556,20230131,0.0,1.0
1518,60036580,20230131,0.0,0.0
