,Issuing Agent,PolicyNum,Product Code,Count_Policy,Base/Rider
1741,60075744,80132976,URC5,1,Rider
1742,60075744,80132976,RHB1,1,Rider
1743,60075744,80132976,URA5,1,Rider
1744,60053045,80132314,RHS1,1,Rider
1745,60053045,80132314,URC5,1,Rider
1746,60053045,80132314,UL05,1,Base
1747,60053045,80132314,RHB1,1,Rider
1748,60053045,80132314,URA5,1,Rider
1749,60071565,80132545,UL05,1,Base
1750,60064674,80130814,UL05,1,Base
1751,60064674,80130814,URA5,1,Rider
1752,60076088,80132613,UL05,1,Base
1753,60076088,80132613,URA5,1,Rider
1754,60073131,80131630,TL01,1,Base
1755,60073190,80132839,UL05,1,Base
1756,60063854,80132676,URA5,1,Rider
1757,60063854,80132676,UL05,1,Base
1758,60070128,80131966,URC5,1,Rider
1759,60070128,80131966,URW5,1,Rider
1760,60070128,80131966,URA5,1,Rider
1761,60070128,80131966,UL05,1,Base
1762,60070128,80131966,RHS1,1,Rider
1763,60070128,80131966,RHB1,1,Rider
1764,60074488,80132412,URC5,1,Rider
1765,60074488,80132412,RHB1,1,Rider
1766,60074488,80132412,UL05,1,Base
1767,60074488,80132412,URA5,1,Rider
1768,60076088,80132610,UL05,1,Base
1769,60076088,80132610,URA5,1,Rider
1770,60057290,80131651,URW5,1,Rider
1771,60057290,80131651,RHS1,1,Rider
1772,60057290,80131651,RHB1,1,Rider
1773,60057290,80131651,URA5,1,Rider
