,Issuing Agent,PolicyNum,Product Code,Count_Policy,Base/Rider
0,60058033,80133017,RHB1,1,Rider
1,60058033,80133017,URC6,1,Rider
2,60058033,80133017,URA5,1,Rider
3,60058033,80133017,UL05,1,Base
4,60058033,80133017,RHS1,1,Rider
5,60058033,80133017,URC5,1,Rider
6,60074577,80131475,URA5,1,Rider
7,60074577,80131475,RHB1,1,Rider
8,60074577,80131475,URC5,1,Rider
9,60074577,80131475,UL05,1,Base
10,60038818,80131270,EE04,1,Base
11,60073191,80132838,RHS1,1,Rider
12,60073191,80132838,URA5,1,Rider
13,60073191,80132838,URC5,1,Rider
14,60073191,80132838,UL05,1,Base
15,60073191,80132838,RHB1,1,Rider
16,60006440,80131585,UL05,1,Base
17,60055614,80132009,UL06,1,Base
18,60057388,80132550,UL06,1,Base
19,60075196,80131526,URC5,1,Rider
20,60075196,80131526,URW5,1,Rider
21,60075196,80131526,UL05,1,Base
22,60075196,80131526,URA5,1,Rider
23,60075876,80131686,RHB1,1,Rider
24,60075876,80131686,URA5,1,Rider
25,60075876,80131686,UL05,1,Base
26,60075876,80131686,RHS1,1,Rider
27,60057389,80132719,UL06,1,Base
28,60074212,80132127,URA5,1,Rider
29,60074212,80132127,UL05,1,Base
30,60074212,80132127,RHB1,1,Rider
31,60074212,80132127,URC5,1,Rider
32,60039717,80132462,UL06,1,Base
33,60039717,80132462,URC6,1,Rider
34,60039717,80132462,URW5,1,Rider
35,60039717,80132462,URC5,1,Rider
36,60039717,80132462,RHB1,1,Rider
37,60039717,80132462,URA5,1,Rider
38,60039717,80132462,RHS1,1,Rider
39,60073214,80131438,URC5,1,Rider
40,60073214,80131438,RHS1,1,Rider
41,60073214,80131438,UL05,1,Base
42,60073214,80131438,RHB1,1,Rider
43,60073214,80131438,URA5,1,Rider
44,60075961,80132908,UL05,1,Base
45,60075961,80132908,URA5,1,Rider
46,60075961,80132908,RHB1,1,Rider
47,60075961,80132908,URC5,1,Rider
48,60032816,80132770,RHB1,1,Rider
49,60032816,80132770,URA5,1,Rider
50,60032816,80132770,URC6,1,Rider
51,60032816,80132770,UL05,1,Base
52,60032816,80132770,URC5,1,Rider
53,60032816,80132770,RHS1,1,Rider
54,60059145,80131807,URA5,1,Rider
55,60059145,80131807,RHB1,1,Rider
56,60059145,80131807,URC5,1,Rider
57,60059145,80131807,UL05,1,Base
58,60075885,80131725,URC5,1,Rider
59,60075885,80131725,UL05,1,Base
60,60075885,80131725,URA5,1,Rider
61,60075885,80131725,RHB1,1,Rider
62,60057063,80131534,URT5,1,Rider
63,60057063,80131534,URC6,1,Rider
64,60057063,80131534,URC5,1,Rider
65,60057063,80131534,URA5,1,Rider
66,60057063,80131534,UL05,1,Base
67,60057063,80131534,RHB1,1,Rider
68,60074116,80131672,URC6,1,Rider
69,60074116,80131672,URA5,1,Rider
70,60074116,80131672,UL05,1,Base
71,60074116,80131672,URC5,1,Rider
72,60073437,80132508,URC5,1,Rider
73,60073437,80132508,UL05,1,Base
74,60074961,80130533,UL05,1,Base
75,60074961,80130533,URA5,1,Rider
76,60075864,80131663,UL05,1,Base
77,60075864,80131663,RHB1,1,Rider
78,60075864,80131663,URC6,1,Rider
79,60075864,80131663,URA5,1,Rider
80,60059145,80131797,UL05,1,Base
81,60059145,80131797,URC5,1,Rider
82,60059145,80131797,RHB1,1,Rider
83,60059145,80131797,URA5,1,Rider
84,60006894,80132620,UL05,1,Base
85,60006894,80132620,URC5,1,Rider
86,60006894,80132620,URA5,1,Rider
87,60006894,80132620,URC6,1,Rider
88,60006894,80132620,RHS1,1,Rider
89,60006894,80132620,RHB1,1,Rider
90,60006894,80132620,URT5,1,Rider
91,60027377,80131458,URC6,1,Rider
92,60027377,80131458,RHB1,1,Rider
93,60027377,80131458,URA5,1,Rider
94,60027377,80131458,UL05,1,Base
95,60027377,80131458,URC5,1,Rider
96,60070970,80131710,UL05,1,Base
97,60075667,80131499,URA5,1,Rider
98,60075667,80131499,UL06,1,Base
99,60069020,80133032,URA5,1,Rider
100,60069020,80133032,RHS1,1,Rider
101,60069020,80133032,RHB1,1,Rider
102,60069020,80133032,UL06,1,Base
103,60069020,80133032,URC5,1,Rider
104,60075799,80132448,UL05,1,Base
105,60075799,80132448,RHS1,1,Rider
106,60075799,80132448,URA5,1,Rider
107,60075799,80132448,URC5,1,Rider
108,60075799,80132448,RHB1,1,Rider
109,60039270,80131902,RHB1,1,Rider
110,60039270,80131902,UL06,1,Base
111,60039270,80131902,URC5,1,Rider
112,60039270,80131902,RHS1,1,Rider
113,60039270,80131902,URC6,1,Rider
114,60039270,80131902,URA5,1,Rider
115,60010297,80131551,URA5,1,Rider
116,60010297,80131551,URT5,1,Rider
117,60010297,80131551,URC5,1,Rider
118,60010297,80131551,RHB1,1,Rider
119,60010297,80131551,UL05,1,Base
120,60010297,80131551,URC6,1,Rider
121,60059148,80131739,RHB1,1,Rider
122,60059148,80131739,URC5,1,Rider
123,60059148,80131739,URA5,1,Rider
124,60059148,80131739,UL05,1,Base
125,60073086,80132861,UL05,1,Base
126,60073086,80132861,URA5,1,Rider
127,60073086,80132861,URC5,1,Rider
128,60073086,80132861,RHB1,1,Rider
129,60067591,80131868,RHB1,1,Rider
130,60067591,80131868,URA5,1,Rider
131,60067591,80131868,UL05,1,Base
132,60067591,80131868,URC5,1,Rider
133,60067591,80131868,RHS1,1,Rider
134,60075172,80132859,RHB1,1,Rider
135,60075172,80132859,URC5,1,Rider
136,60075172,80132859,UL05,1,Base
137,60075172,80132859,URA5,1,Rider
138,60035726,80131473,UL05,1,Base
139,60035726,80131473,RHB1,1,Rider
140,60035726,80131473,URC5,1,Rider
141,60035726,80131473,URA5,1,Rider
142,60055623,80132729,URA5,1,Rider
143,60055623,80132729,UL06,1,Base
144,60064945,80131782,UL06,1,Base
145,60064945,80131782,URA5,1,Rider
146,60064945,80131782,URC5,1,Rider
147,60055932,80131787,RHB1,1,Rider
148,60055932,80131787,URC5,1,Rider
149,60055932,80131787,UL05,1,Base
150,60055932,80131787,URA5,1,Rider
151,60076106,80132597,URA5,1,Rider
152,60076106,80132597,UL05,1,Base
153,60075147,80132136,UL05,1,Base
154,60075147,80132136,URA5,1,Rider
155,60075147,80132136,URC5,1,Rider
156,60075147,80132136,URC6,1,Rider
157,60059033,80132217,URC5,1,Rider
158,60059033,80132217,RHB1,1,Rider
159,60059033,80132217,URA5,1,Rider
160,60059033,80132217,UL05,1,Base
161,60059033,80132217,RHS1,1,Rider
162,60066784,80132126,URC5,1,Rider
163,60066784,80132126,RHB1,1,Rider
164,60066784,80132126,UL05,1,Base
165,60066784,80132126,URA5,1,Rider
166,60063260,80132981,URC5,1,Rider
167,60063260,80132981,URA5,1,Rider
168,60063260,80132981,RHB1,1,Rider
169,60063260,80132981,UL05,1,Base
170,60063260,80132981,RHS1,1,Rider
171,60063260,80132981,URW5,1,Rider
172,60066901,80132420,URA5,1,Rider
173,60066901,80132420,UL06,1,Base
174,60075351,80132941,UL06,1,Base
175,60075351,80132941,URA5,1,Rider
176,60075351,80132941,URC5,1,Rider
177,60076129,80132757,UL05,1,Base
178,60075669,80132784,URA5,1,Rider
179,60075669,80132784,URC5,1,Rider
180,60075669,80132784,UL05,1,Base
181,60075669,80132784,RHB1,1,Rider
182,60069713,80132931,UL05,1,Base
183,60069713,80132931,URC5,1,Rider
184,60069713,80132931,URA5,1,Rider
185,60069713,80132931,URC6,1,Rider
186,60069713,80132931,RHB1,1,Rider
187,60075463,80132928,URA5,1,Rider
188,60075463,80132928,URC5,1,Rider
189,60075463,80132928,UL05,1,Base
190,60075463,80132928,RHB1,1,Rider
191,60075463,80132928,RHS1,1,Rider
192,60057789,80132289,UL05,1,Base
193,60057789,80132289,URC5,1,Rider
194,60057789,80132289,URA5,1,Rider
195,60075988,80132633,UL05,1,Base
196,60070747,80133021,URC5,1,Rider
197,60070747,80133021,URA5,1,Rider
198,60070747,80133021,RHB1,1,Rider
199,60070747,80133021,RHS1,1,Rider
200,60070747,80133021,URC6,1,Rider
201,60070747,80133021,URW5,1,Rider
202,60070747,80133021,URT5,1,Rider
203,60070747,80133021,UL05,1,Base
204,60073026,80132884,URC5,1,Rider
205,60073026,80132884,URA5,1,Rider
206,60073026,80132884,UL05,1,Base
207,60075545,80131443,URA5,1,Rider
208,60075545,80131443,URC5,1,Rider
209,60075545,80131443,UL05,1,Base
210,60075545,80131443,RHS1,1,Rider
211,60075545,80131443,RHB1,1,Rider
212,60060671,80131553,URC6,1,Rider
213,60060671,80131553,URA5,1,Rider
214,60060671,80131553,UL05,1,Base
215,60060671,80131553,RHB1,1,Rider
216,60074496,80132519,UL06,1,Base
217,60074496,80132519,URC5,1,Rider
218,60074496,80132519,URA5,1,Rider
219,60075802,80131783,UL05,1,Base
220,60075802,80131783,RHB1,1,Rider
221,60075802,80131783,URA5,1,Rider
222,60073323,80132101,RHS1,1,Rider
223,60073323,80132101,URT5,1,Rider
224,60073323,80132101,URA5,1,Rider
225,60073323,80132101,URW5,1,Rider
226,60073323,80132101,URC5,1,Rider
227,60073323,80132101,UL05,1,Base
228,60053993,80132747,UL05,1,Base
229,60055929,80131552,UL05,1,Base
230,60055929,80131552,URA5,1,Rider
231,60071855,80132146,RHS1,1,Rider
232,60071855,80132146,URA5,1,Rider
233,60071855,80132146,URW5,1,Rider
234,60071855,80132146,RHB1,1,Rider
235,60071855,80132146,UL05,1,Base
236,60071855,80132146,URC5,1,Rider
237,60071008,80131855,URA5,1,Rider
238,60071008,80131855,UL05,1,Base
239,60071008,80131855,URC5,1,Rider
240,60075279,80131713,UL06,1,Base
241,60035181,80131822,RHB1,1,Rider
242,60035181,80131822,URC5,1,Rider
243,60035181,80131822,UL05,1,Base
244,60035181,80131822,URA5,1,Rider
245,60075844,80131978,RHS1,1,Rider
246,60075844,80131978,UL05,1,Base
247,60075844,80131978,URA5,1,Rider
248,60075844,80131978,URC5,1,Rider
249,60075844,80131978,URC6,1,Rider
250,60075844,80131978,RHB1,1,Rider
251,60039283,80132978,URC5,1,Rider
252,60039283,80132978,RHS1,1,Rider
253,60039283,80132978,UL06,1,Base
254,60039283,80132978,URA5,1,Rider
255,60039283,80132978,RHB1,1,Rider
256,60039283,80132978,URC6,1,Rider
257,60039283,80132978,URW5,1,Rider
258,60068331,80133013,URA5,1,Rider
259,60068331,80133013,URW5,1,Rider
260,60068331,80133013,UL05,1,Base
261,60068331,80133013,RHB1,1,Rider
262,60068331,80133013,URC5,1,Rider
263,60075558,80131908,UL06,1,Base
264,60067627,80132362,RHB1,1,Rider
265,60067627,80132362,URC5,1,Rider
266,60067627,80132362,URA5,1,Rider
267,60067627,80132362,RHS1,1,Rider
268,60067627,80132362,UL05,1,Base
269,60076123,80132825,UL05,1,Base
270,60059153,80131809,UL05,1,Base
271,60069645,80132672,URC5,1,Rider
272,60069645,80132672,UL05,1,Base
273,60068733,80132399,URC5,1,Rider
274,60068733,80132399,URA5,1,Rider
275,60068733,80132399,UL05,1,Base
276,60050279,80132331,URA5,1,Rider
277,60050279,80132331,URC5,1,Rider
278,60050279,80132331,UL05,1,Base
279,60070061,80132432,UL05,1,Base
280,60055939,80131758,RHB1,1,Rider
281,60055939,80131758,UL05,1,Base
282,60055939,80131758,URC5,1,Rider
283,60055939,80131758,URA5,1,Rider
284,60075400,80132486,UL06,1,Base
285,60075400,80132486,URC5,1,Rider
286,60075400,80132486,URA5,1,Rider
287,60061343,80132002,UL05,1,Base
288,60061343,80132002,RHB1,1,Rider
289,60061343,80132002,URC5,1,Rider
290,60061343,80132002,URA5,1,Rider
291,60059672,80131917,UL06,1,Base
292,60059672,80131917,URC5,1,Rider
293,60075839,80132026,UL05,1,Base
294,60022202,80132527,URT5,1,Rider
295,60022202,80132527,URC5,1,Rider
296,60022202,80132527,URC6,1,Rider
297,60022202,80132527,RHB1,1,Rider
298,60022202,80132527,UL05,1,Base
299,60022202,80132527,URA5,1,Rider
300,60073061,80132315,UL05,1,Base
301,60075000,80132515,UL05,1,Base
302,60075000,80132515,URC5,1,Rider
303,60075000,80132515,URA5,1,Rider
304,60075000,80132515,RHB1,1,Rider
305,60075000,80132515,URT5,1,Rider
306,60075000,80132515,URC6,1,Rider
307,60070507,80132446,UL05,1,Base
308,60070507,80132446,URC5,1,Rider
309,60073120,80132384,UL05,1,Base
310,60073120,80132384,URC5,1,Rider
311,60073120,80132384,URW5,1,Rider
312,60073120,80132384,RHB1,1,Rider
313,60073120,80132384,URA5,1,Rider
314,60067561,80133009,UL05,1,Base
315,60000482,80132262,URA5,1,Rider
316,60000482,80132262,UL05,1,Base
317,60000482,80132262,URC5,1,Rider
318,60000482,80132262,RHB1,1,Rider
319,60075602,80131901,URA5,1,Rider
320,60075602,80131901,RHB1,1,Rider
321,60075602,80131901,URC6,1,Rider
322,60075602,80131901,UL06,1,Base
323,60059816,80132829,UL05,1,Base
324,60059816,80132829,URA5,1,Rider
325,60073118,80132721,URT5,1,Rider
326,60073118,80132721,URA5,1,Rider
327,60073118,80132721,URC5,1,Rider
328,60073118,80132721,UL05,1,Base
329,60073118,80132721,URW5,1,Rider
330,60073118,80132721,RHB1,1,Rider
331,60075198,80131460,URA5,1,Rider
332,60075198,80131460,UL05,1,Base
333,60075198,80131460,URC5,1,Rider
334,60055934,80131991,URA5,1,Rider
335,60055934,80131991,RHB1,1,Rider
336,60055934,80131991,UL05,1,Base
337,60055934,80131991,URC5,1,Rider
338,60055934,80131991,RHS1,1,Rider
339,60055934,80131991,URC6,1,Rider
340,60072991,80131565,TL01,1,Base
341,60067311,80133005,URC5,1,Rider
342,60067311,80133005,RHB1,1,Rider
343,60067311,80133005,URA5,1,Rider
344,60067311,80133005,RHS1,1,Rider
345,60067311,80133005,UL05,1,Base
346,60058240,80132703,RHB1,1,Rider
347,60058240,80132703,UL05,1,Base
348,60058240,80132703,URA5,1,Rider
349,60058240,80132703,URC5,1,Rider
350,60058240,80132703,URC6,1,Rider
351,60074745,80132330,UL05,1,Base
352,60075857,80132408,URA5,1,Rider
353,60075857,80132408,URC5,1,Rider
354,60075857,80132408,RHS1,1,Rider
355,60075857,80132408,RHB1,1,Rider
356,60075857,80132408,URC6,1,Rider
357,60075857,80132408,URT5,1,Rider
358,60075857,80132408,UL05,1,Base
359,60033716,80132950,RHB1,1,Rider
360,60033716,80132950,UL05,1,Base
361,60033716,80132950,URC5,1,Rider
362,60033716,80132950,URA5,1,Rider
363,60033716,80132950,RHS1,1,Rider
364,60071080,80132558,URA5,1,Rider
365,60071080,80132558,UL05,1,Base
366,60071080,80132558,URC5,1,Rider
367,60038818,80131314,UL06,1,Base
368,60075686,80132484,RHB1,1,Rider
369,60075686,80132484,UL05,1,Base
370,60075686,80132484,URA5,1,Rider
371,60075686,80132484,URC6,1,Rider
372,60056857,80132845,URC6,1,Rider
373,60056857,80132845,URA5,1,Rider
374,60056857,80132845,URC5,1,Rider
375,60056857,80132845,UL05,1,Base
376,60018907,80132860,UL05,1,Base
377,60054476,80132907,UL05,1,Base
378,60054476,80132907,URA5,1,Rider
379,60069543,80132293,UL05,1,Base
380,60069067,80131597,URC5,1,Rider
381,60069067,80131597,RHB1,1,Rider
382,60069067,80131597,URA5,1,Rider
383,60069067,80131597,UL05,1,Base
384,60059310,80131815,RHB1,1,Rider
385,60059310,80131815,UL05,1,Base
386,60059310,80131815,URC5,1,Rider
387,60059310,80131815,URA5,1,Rider
388,60073443,80132960,UL05,1,Base
389,60047641,80132303,UL05,1,Base
390,60047641,80132303,URC5,1,Rider
391,60047641,80132303,RHS1,1,Rider
392,60047641,80132303,RHB1,1,Rider
393,60047641,80132303,URA5,1,Rider
394,60065271,80131977,UL05,1,Base
395,60065271,80131977,URA5,1,Rider
396,60065271,80131977,URC5,1,Rider
397,60076114,80132734,UL05,1,Base
398,60076114,80132734,RHS1,1,Rider
399,60076114,80132734,URC5,1,Rider
400,60076114,80132734,RHB1,1,Rider
401,60076114,80132734,URA5,1,Rider
402,60062474,80131638,RHB1,1,Rider
403,60062474,80131638,URA5,1,Rider
404,60062474,80131638,URC6,1,Rider
405,60062474,80131638,UL05,1,Base
406,60074683,80132428,UL05,1,Base
407,60068474,80131639,RHB1,1,Rider
408,60068474,80131639,UL06,1,Base
409,60068474,80131639,URA5,1,Rider
410,60068474,80131639,URW5,1,Rider
411,60068474,80131639,URC5,1,Rider
412,60075244,80132854,UL06,1,Base
413,60059511,80132638,UL05,1,Base
414,60059511,80132638,URC5,1,Rider
415,60059511,80132638,RHB1,1,Rider
416,60057290,80131621,UL05,1,Base
417,60057290,80131621,URA5,1,Rider
418,60057290,80131621,RHB1,1,Rider
419,60057290,80131621,RHS1,1,Rider
420,60073751,80133025,URA5,1,Rider
421,60073751,80133025,RHB1,1,Rider
422,60073751,80133025,URW5,1,Rider
423,60073751,80133025,UL05,1,Base
424,60073751,80133025,URC5,1,Rider
425,60076100,80133024,UL05,1,Base
426,60076100,80133024,RHB1,1,Rider
427,60076100,80133024,URA5,1,Rider
428,60074087,80132944,URA5,1,Rider
429,60074087,80132944,UL05,1,Base
430,60074087,80132944,URC5,1,Rider
431,60074479,80132371,RHB1,1,Rider
432,60074479,80132371,UL05,1,Base
433,60074479,80132371,URA5,1,Rider
434,60075658,80132634,URA5,1,Rider
435,60075658,80132634,UL05,1,Base
436,60075658,80132634,RHS1,1,Rider
437,60075658,80132634,URC6,1,Rider
438,60075658,80132634,RHB1,1,Rider
439,60075658,80132634,URC5,1,Rider
440,60075854,80131778,RHS1,1,Rider
441,60075854,80131778,RHB1,1,Rider
442,60075854,80131778,UL05,1,Base
443,60060664,80131979,URA5,1,Rider
444,60060664,80131979,UL05,1,Base
445,60060664,80131979,URC5,1,Rider
446,60067540,80132145,RHB1,1,Rider
447,60067540,80132145,UL05,1,Base
448,60068331,80132222,RHB1,1,Rider
449,60068331,80132222,URC5,1,Rider
450,60068331,80132222,URA5,1,Rider
451,60068331,80132222,UL05,1,Base
452,60068331,80132222,URW5,1,Rider
453,60073411,80131845,TL01,1,Base
454,60075926,80131926,URC5,1,Rider
455,60075926,80131926,URA5,1,Rider
456,60075926,80131926,UL05,1,Base
457,60073085,80132812,UL05,1,Base
458,60073085,80132812,RHS1,1,Rider
459,60073085,80132812,RHB1,1,Rider
460,60073085,80132812,URC5,1,Rider
461,60073085,80132812,URC6,1,Rider
462,60073085,80132812,URA5,1,Rider
463,60024304,80131547,URA5,1,Rider
464,60024304,80131547,URC6,1,Rider
465,60024304,80131547,UL05,1,Base
466,60024304,80131547,URC5,1,Rider
467,60024304,80131547,RHB1,1,Rider
468,60073786,80132023,TL01,1,Base
469,60066766,80131714,RHS1,1,Rider
470,60066766,80131714,UL05,1,Base
471,60066766,80131714,URA5,1,Rider
472,60074597,80132114,UL05,1,Base
473,60069111,80132808,UL05,1,Base
474,60074117,80132254,URC6,1,Rider
475,60074117,80132254,UL05,1,Base
476,60074117,80132254,RHB1,1,Rider
477,60074117,80132254,URA5,1,Rider
478,60074117,80132254,URC5,1,Rider
479,60075909,80132189,RHB1,1,Rider
480,60075909,80132189,URA5,1,Rider
481,60075909,80132189,UL05,1,Base
482,60075909,80132189,URC5,1,Rider
483,60075909,80132189,URC6,1,Rider
484,60076030,80132213,URC5,1,Rider
485,60076030,80132213,RHB1,1,Rider
486,60076030,80132213,URC6,1,Rider
487,60076030,80132213,UL05,1,Base
488,60076030,80132213,URW5,1,Rider
489,60076030,80132213,URA5,1,Rider
490,60076030,80132213,URT5,1,Rider
491,60037497,80132922,URC5,1,Rider
492,60037497,80132922,UL05,1,Base
493,60037497,80132922,URC6,1,Rider
494,60037497,80132922,RHB1,1,Rider
495,60037497,80132922,RHS1,1,Rider
496,60037497,80132922,URA5,1,Rider
497,60057000,80131718,RHB1,1,Rider
498,60057000,80131718,UL05,1,Base
499,60074534,80132249,URA5,1,Rider
500,60074534,80132249,UL05,1,Base
501,60074534,80132249,URC5,1,Rider
502,60075604,80132132,UL05,1,Base
503,60055379,80131598,UL05,1,Base
504,60073216,80132138,RHS1,1,Rider
505,60073216,80132138,URC5,1,Rider
506,60073216,80132138,UL05,1,Base
507,60073216,80132138,RHB1,1,Rider
508,60073216,80132138,URA5,1,Rider
509,60024325,80131842,URA5,1,Rider
510,60024325,80131842,URC5,1,Rider
511,60024325,80131842,RHB1,1,Rider
512,60024325,80131842,URT5,1,Rider
513,60024325,80131842,UL05,1,Base
514,60075799,80132192,URA5,1,Rider
515,60075799,80132192,RHB1,1,Rider
516,60075799,80132192,RHS1,1,Rider
517,60075799,80132192,UL05,1,Base
518,60075799,80132192,URC5,1,Rider
519,60010957,80132337,UL05,1,Base
520,60075410,80132987,UL05,1,Base
521,60075410,80132987,URA5,1,Rider
522,60075410,80132987,RHB1,1,Rider
523,60075410,80132987,URC5,1,Rider
524,60075410,80132987,RHS1,1,Rider
525,60059297,80132660,UL05,1,Base
526,60059297,80132660,RHB1,1,Rider
527,60059297,80132660,URA5,1,Rider
528,60075149,80132270,UL05,1,Base
529,60075149,80132270,URA5,1,Rider
530,60075149,80132270,RHB1,1,Rider
531,60059661,80132652,UL06,1,Base
532,60059661,80132652,URT5,1,Rider
533,60059661,80132652,URA5,1,Rider
534,60057764,80131560,URA5,1,Rider
535,60057764,80131560,RHB1,1,Rider
536,60057764,80131560,UL05,1,Base
537,60047037,80132140,RHB1,1,Rider
538,60047037,80132140,URC5,1,Rider
539,60047037,80132140,UL05,1,Base
540,60047037,80132140,URA5,1,Rider
541,60071062,80131860,UL05,1,Base
542,60071062,80131860,RHB1,1,Rider
543,60071062,80131860,URW5,1,Rider
544,60071062,80131860,URA5,1,Rider
545,60071062,80131860,URC5,1,Rider
546,60071062,80131860,RHS1,1,Rider
547,60075085,80132710,UL05,1,Base
548,60075085,80132710,URA5,1,Rider
549,60069367,80132560,UL05,1,Base
550,60069367,80132560,RHB1,1,Rider
551,60069367,80132560,URA5,1,Rider
552,60069367,80132560,URC5,1,Rider
553,60069367,80132560,RHS1,1,Rider
554,60069367,80132560,URC6,1,Rider
555,60075798,80132644,RHB1,1,Rider
556,60075798,80132644,URC6,1,Rider
557,60075798,80132644,UL05,1,Base
558,60072020,80133047,URA5,1,Rider
559,60072020,80133047,UL06,1,Base
560,60072020,80133047,RHB1,1,Rider
561,60072020,80133047,RHS1,1,Rider
562,60072020,80133047,URC5,1,Rider
563,60076033,80132216,RHB1,1,Rider
564,60076033,80132216,UL06,1,Base
565,60076033,80132216,URA5,1,Rider
566,60076033,80132216,URC5,1,Rider
567,60072329,80131594,URC5,1,Rider
568,60072329,80131594,UL05,1,Base
569,60072329,80131594,URA5,1,Rider
570,60071009,80131719,UL05,1,Base
571,60071009,80131719,RHB1,1,Rider
572,60071009,80131719,URA5,1,Rider
573,60056240,80131737,URT5,1,Rider
574,60056240,80131737,RHB1,1,Rider
575,60056240,80131737,URA5,1,Rider
576,60056240,80131737,URC5,1,Rider
577,60056240,80131737,RHS1,1,Rider
578,60056240,80131737,UL05,1,Base
579,60058142,80132973,URA5,1,Rider
580,60058142,80132973,UL05,1,Base
581,60058541,80132834,UL05,1,Base
582,60058541,80132834,URA5,1,Rider
583,60072602,80132309,RHB1,1,Rider
584,60072602,80132309,URC5,1,Rider
585,60072602,80132309,UL05,1,Base
586,60072602,80132309,URA5,1,Rider
587,60072647,80132514,RHB1,1,Rider
588,60072647,80132514,UL05,1,Base
589,60072647,80132514,URC5,1,Rider
590,60072647,80132514,URA5,1,Rider
591,60018030,80131601,URA5,1,Rider
592,60018030,80131601,UL05,1,Base
593,60018030,80131601,RHB1,1,Rider
594,60018030,80131601,RHS1,1,Rider
595,60018030,80131601,URC5,1,Rider
596,60075747,80132530,UL06,1,Base
597,60075747,80132530,URC5,1,Rider
598,60038082,80132895,URC6,1,Rider
599,60038082,80132895,URA5,1,Rider
600,60038082,80132895,URC5,1,Rider
601,60038082,80132895,RHB1,1,Rider
602,60038082,80132895,RHS1,1,Rider
603,60038082,80132895,UL05,1,Base
604,60075692,80132465,URC5,1,Rider
605,60075692,80132465,URW5,1,Rider
606,60075692,80132465,URA5,1,Rider
607,60075692,80132465,RHS1,1,Rider
608,60075692,80132465,UL06,1,Base
609,60075692,80132499,UL06,1,Base
610,60075692,80132499,RHS1,1,Rider
611,60075692,80132499,URC5,1,Rider
612,60075692,80132499,URW5,1,Rider
613,60075692,80132499,URA5,1,Rider
614,60020269,80131535,UL05,1,Base
615,60071855,80132218,RHB1,1,Rider
616,60071855,80132218,URC5,1,Rider
617,60071855,80132218,URA5,1,Rider
618,60071855,80132218,URW5,1,Rider
619,60071855,80132218,UL05,1,Base
620,60071855,80132218,RHS1,1,Rider
621,60059396,80131795,RHB1,1,Rider
622,60059396,80131795,URA5,1,Rider
623,60059396,80131795,RHS1,1,Rider
624,60059396,80131795,UL05,1,Base
625,60075247,80132035,URC5,1,Rider
626,60075247,80132035,RHS1,1,Rider
627,60075247,80132035,URA5,1,Rider
628,60075247,80132035,UL05,1,Base
629,60075067,80131910,RHB1,1,Rider
630,60075067,80131910,URA5,1,Rider
631,60075067,80131910,UL05,1,Base
632,60049525,80132621,RHS1,1,Rider
633,60049525,80132621,URC5,1,Rider
634,60049525,80132621,URA5,1,Rider
635,60049525,80132621,UL05,1,Base
636,60049525,80132621,RHB1,1,Rider
637,60071431,80132426,URA5,1,Rider
638,60071431,80132426,RHS1,1,Rider
639,60071431,80132426,RHB1,1,Rider
640,60071431,80132426,URC5,1,Rider
641,60071431,80132426,UL06,1,Base
642,60071431,80132426,URT5,1,Rider
643,60072004,80132598,URA5,1,Rider
644,60072004,80132598,UL05,1,Base
645,60072004,80132598,RHB1,1,Rider
646,60074543,80132980,UL05,1,Base
647,60074543,80132980,URC5,1,Rider
648,60074543,80132980,RHB1,1,Rider
649,60074543,80132980,RHS1,1,Rider
650,60074543,80132980,URA5,1,Rider
651,60073244,80132852,URC5,1,Rider
652,60073244,80132852,RHB1,1,Rider
653,60073244,80132852,URA5,1,Rider
654,60073244,80132852,UL05,1,Base
655,60067414,80131919,RHS1,1,Rider
656,60067414,80131919,URA5,1,Rider
657,60067414,80131919,URC6,1,Rider
658,60067414,80131919,RHB1,1,Rider
659,60067414,80131919,UL06,1,Base
660,60075976,80132361,RHS1,1,Rider
661,60075976,80132361,RHB1,1,Rider
662,60075976,80132361,UL05,1,Base
663,60075976,80132361,URA5,1,Rider
664,60075976,80132361,URC5,1,Rider
665,60073216,80132696,UL05,1,Base
666,60073079,80132647,URC5,1,Rider
667,60073079,80132647,URT5,1,Rider
668,60073079,80132647,RHS1,1,Rider
669,60073079,80132647,URA5,1,Rider
670,60073079,80132647,UL05,1,Base
671,60073079,80132647,RHB1,1,Rider
672,60075625,80131706,URA5,1,Rider
673,60075625,80131706,UL06,1,Base
674,60075625,80131706,URC5,1,Rider
675,60075625,80131706,URC6,1,Rider
676,60026306,80131604,URA5,1,Rider
677,60026306,80131604,UL05,1,Base
678,60026306,80131604,URC6,1,Rider
679,60026306,80131604,RHB1,1,Rider
680,60026306,80131604,URC5,1,Rider
681,60026306,80131604,RHS1,1,Rider
682,60059144,80131790,RHB1,1,Rider
683,60059144,80131790,UL05,1,Base
684,60059144,80131790,URC6,1,Rider
685,60059144,80131790,URA5,1,Rider
686,60059144,80131790,URC5,1,Rider
687,60070013,80132453,UL06,1,Base
688,60072524,80131984,URA5,1,Rider
689,60072524,80131984,URC5,1,Rider
690,60072524,80131984,UL05,1,Base
691,60075810,80131684,URC5,1,Rider
692,60075810,80131684,URA5,1,Rider
693,60075810,80131684,UL05,1,Base
694,60072373,80132694,URA5,1,Rider
695,60072373,80132694,UL05,1,Base
696,60075995,80132493,UL05,1,Base
697,60075995,80132493,URC6,1,Rider
698,60075995,80132493,URC5,1,Rider
